fea_name,n,missing,mean,median,std,min,p01,p05,p25,p75,p95,p99,max,iqr,p99_p01,fraction_eq_0,fraction_le_0_01,fraction_le_0_05,fraction_ge_0_95,fraction_ge_0_99,n_unique,train_mean,train_median,validation_mean,validation_median,test_mean,test_median,mean_range_across_splits,median_range_across_splits,max_abs_mean_deviation_from_pooled,max_abs_median_deviation_from_pooled
DimplerL,51810,0,0.056147124069568004,3.596773012759513e-08,0.1158171172758359,0.0,1.401298464324817e-45,1.401298464324817e-45,1.1679170873531295e-20,0.04898047912865872,0.3238313794136047,0.525577818155288,0.853258490562439,0.04898047912865872,0.525577818155288,0.0005790387955993051,0.6624589847519784,0.7516309592742714,0.0,0.0,42368,0.05103665829643553,5.693065463496794e-10,0.04176489491130418,6.54802989608072e-09,0.08382873050139679,0.0007825276697985,0.04206383559009261,0.0007825271004919536,0.027681606431828785,0.0007824917020683724
DimplerR,51810,0,0.05866727395667463,1.1165704449922489e-07,0.11760277626699776,0.0,1.401298464324817e-45,1.401298464324817e-45,1.0713787081041731e-19,0.055974025279283475,0.336239755153656,0.5208902156352996,0.8880939483642578,0.055974025279283475,0.5208902156352996,0.0005790387955993051,0.6522292993630573,0.7390658174097664,0.0,0.0,42705,0.05420032638858706,2.18502449467195e-09,0.04455629387350757,2.7281540582180248e-08,0.08443146651661042,0.0014365696697495002,0.03987517264310285,0.0014365674847250055,0.02576419255993579,0.001436458012705001
EyesClosedL,51810,0,0.04114188508689291,1.7619774972388313e-08,0.13725290810903726,0.0,0.0,0.0,7.893995647152976e-26,0.010636152001097725,0.22819231078028612,0.8613123601675001,1.0,0.010636152001097725,0.8613123601675001,0.19998069870681337,0.7473074696004632,0.8630380235475776,0.006060606060606061,0.0032619185485427524,34377,0.03340232356793325,5.587935447692871e-09,0.058315034019217435,7.767230272293091e-07,0.04338864425443837,1.1459107551736736e-09,0.024912710451284188,7.755771164741354e-07,0.017173148932324522,7.591032522569208e-07
EyesClosedR,51810,0,0.04194073628224936,4.0058072414694834e-08,0.13400839546152649,0.0,0.0,0.0,3.9586681617176087e-44,0.0162852685898542,0.22768142223358093,0.837387204170227,1.0,0.0162852685898542,0.837387204170227,0.22416521906967768,0.7228527311329859,0.8453387376954256,0.005809689249179695,0.0037637521713954833,32764,0.03376642300147898,2.9994273731404064e-08,0.05593861348162543,2.5109238244169774e-08,0.04853030051744213,1.387670636177063e-07,0.02217219048014645,1.1365782537353653e-07,0.01399787719937607,9.870899120301146e-08
EyesLookDownL,51810,0,0.0390280070778293,8.998392309056412e-11,0.08239214383763516,0.0,0.0,0.0,1.2236138190484303e-41,0.02807646570727225,0.24600046202540393,0.3603498041629791,0.4486598670482635,0.02807646570727225,0.3603498041629791,0.24833043813935535,0.6848098822621116,0.7909669947886508,0.0,0.0,34279,0.04315906201303,1.240136937585845e-09,0.048378999827169866,4.8377650330166944e-08,0.018968564839655793,3.5518098942321903e-19,0.029410434987514073,4.8377650329811765e-08,0.02005944223817351,4.828766640707638e-08
EyesLookDownR,51810,0,0.039871478295822084,4.770116246444187e-10,0.08365935879378873,0.0,0.0,0.0,0.0,0.028531247749924625,0.25426281392574257,0.3660406360030174,0.4435893595218658,0.028531247749924625,0.3660406360030174,0.25956379077398184,0.6864118895966029,0.7845203628643119,0.0,0.0,33707,0.04265667042763149,5.453983398240325e-08,0.048161071827801064,3.863815933868864e-09,0.024325397013080854,2.2239425437675267e-19,0.02383567481472021,5.453983398218086e-08,0.01554608128274123,5.406282235775883e-08
EyesLookLeftL,51810,0,0.06697214654605306,0.0,0.10553953576415158,0.0,0.0,0.0,0.0,0.1107280254364013,0.30392656177282323,0.41788978397846205,0.8068109750747681,0.1107280254364013,0.41788978397846205,0.5508975101331789,0.571955220999807,0.6498745415942868,0.0,0.0,19810,0.07371775773306247,0.0,0.06277701307062021,0.0,0.05404187459834031,0.0,0.019675883134722155,0.0,0.012930271947712749,0.0
EyesLookLeftR,51810,0,0.1138387156940884,0.0626163594424724,0.13410945387085896,0.0,0.0,0.0,0.0,0.19729688391089434,0.38889401406049706,0.502507155537605,0.8820091485977173,0.19729688391089434,0.502507155537605,0.36489094769349545,0.38608376761243,0.4732870102296854,0.0,0.0,28072,0.12155994716522854,0.06769215315580365,0.10927426087426893,0.0628779605031013,0.09879651454977996,0.05187468789517875,0.02276343261544858,0.0158174652606249,0.015042201144308445,0.01074167154729365
EyesLookRightL,51810,0,0.09022430194889255,0.02436150144785635,0.12060654461634461,0.0,0.0,0.0,0.0,0.15631752461194987,0.35723913460969914,0.44127139329910264,0.6512433886528015,0.15631752461194987,0.44127139329910264,0.44910248986682105,0.4697741748697163,0.5551244933410538,0.0,0.0,24496,0.09145234097967708,0.01971801463514565,0.09587502664378657,0.0239182971417903,0.08133710979754201,0.0351522658020257,0.014537916846244558,0.015434251166880048,0.008887192151350545,0.010790764354169348
EyesLookRightR,51810,0,0.050474859534412435,0.0,0.09074833950117846,0.0,0.0,0.0,0.0,0.06935608945786953,0.271716958284378,0.35612613350152955,0.5684821605682373,0.06935608945786953,0.35612613350152955,0.6351090523065045,0.6552596023933603,0.7188573634433507,0.0,0.0,16228,0.05258150401768325,0.0,0.05581830496919318,0.0,0.03965996066069907,0.0,0.01615834430849411,0.0,0.010814898873713362,0.0
EyesLookUpL,51810,0,0.0431062295285929,0.0,0.10105886094081963,0.0,0.0,0.0,0.0,0.0,0.2863685578107833,0.45449523419141613,0.7461683750152588,0.0,0.45449523419141613,0.7569774174869717,0.7681142636556649,0.8028179888052499,0.0,0.0,10769,0.03783935545143322,0.0,0.027972319784189435,0.0,0.07195231911054335,0.0,0.04397999932635392,0.0,0.02884608958195045,0.0
EyesLookUpR,51810,0,0.043091092774990195,0.0,0.10103542694010158,0.0,0.0,0.0,0.0,0.0,0.2875754758715629,0.4553137874603266,0.747900664806366,0.0,0.4553137874603266,0.7569774174869717,0.7680949623624783,0.8028179888052499,0.0,0.0,10768,0.0378028379522955,0.0,0.027972683630630487,0.0,0.07197592126614412,0.0,0.04400323763551363,0.0,0.028884828491153924,0.0
InnerBrowRaiserL,51810,0,0.0833758013856785,0.0243390826508402,0.14894647636012226,2.6874662013047394e-31,6.965172508172742e-15,5.799190088140469e-08,0.0012519369774963,0.08995146676898,0.40842324793338647,0.7625771689414973,1.0,0.0886995297914837,0.7625771689414903,0.0,0.3805056938814901,0.6425786527697356,0.0018143215595444896,0.001408994402624976,45590,0.06146859610357146,0.015965781174600048,0.12170926141589337,0.05161747150123115,0.10020163149234114,0.0275655481964349,0.06024066531232192,0.035651690326631104,0.03833346003021487,0.027278388850390953
InnerBrowRaiserR,51810,0,0.0843271112591837,0.023220382630825,0.1526810840660048,2.802596928649634e-45,2.2264581260560815e-15,8.35317877090347e-08,0.0012405996094456999,0.0882343370467424,0.4298697412014006,0.7872802984714488,1.0,0.0869937374372967,0.7872802984714465,0.0,0.3890368654699865,0.639799266550859,0.0019301293186643506,0.0015634047481181239,45580,0.06077453893320862,0.014466894324868852,0.12404070317084699,0.04882282204926005,0.1039433727307435,0.0287093902006745,0.06326616423763837,0.034355927724391194,0.03971359191166329,0.025602439418435048
JawDrop,51810,0,0.11013584605148238,0.013047126121819,0.18465818099308076,1.401298464324817e-45,1.263154414836509e-27,6.5442073401343576e-15,0.002135319227818325,0.13588053360581398,0.5360371172428129,0.7991544443368906,1.0,0.13374521437799566,0.7991544443368906,0.0,0.3560316541208261,0.6382551630959274,0.002528469407450299,0.0013896931094383323,43882,0.10525266768300487,0.0114871552214026,0.1037994071904006,0.010865643620491,0.12904302305870152,0.027220087125897352,0.025243615868300928,0.016354443505406352,0.01890717700721914,0.014172961004078352
JawSidewaysLeft,51810,0,0.008119474658116512,1.7123282347597524e-08,0.023170419156055194,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,4.4981565756726565e-18,0.009584587998688176,0.038907634839415346,0.09675284512340947,0.6955256462097168,0.00958458799868817,0.09675284512340947,0.0,0.7577108666280641,0.9584057131827832,0.0,0.0,40413,0.007286329836261644,2.354309414087651e-09,0.008659189069584216,1.9403876194701297e-07,0.009694505239738275,1.5744046066856757e-07,0.002408175403476631,1.9168445253292532e-07,0.0015750305816217627,1.7691547959941545e-07
JawSidewaysRight,51810,0,0.010197835808863933,0.00236021413002155,0.025234327288262807,1.401298464324817e-45,1.401298464324817e-45,3.4038036072233954e-31,1.7593383971892251e-09,0.0108636058866977,0.03802588470280165,0.09768272832035901,0.4708434641361236,0.010863604127359303,0.09768272832035901,0.0,0.609959467284308,0.9612816058675931,0.0,0.0,39026,0.009138208990838484,0.00022006061044519998,0.010038465834640086,0.0058981892652808995,0.01306248578942666,0.0058954178821295,0.003924276798588176,0.0056781286548357,0.002864649980562727,0.0035379751352593494
JawThrust,51810,0,0.03693493277303579,2.9369632102316245e-05,0.08751645025141086,1.401298464324817e-45,1.401298464324817e-45,4.028868821958478e-33,5.06941602411437e-13,0.02503131469711655,0.21358622536063182,0.4449906578660009,0.9552235007286072,0.02503131469660961,0.4449906578660009,0.0,0.640764331210191,0.8097664543524417,3.860258637328701e-05,0.0,43620,0.03831511600387992,6.511466381198261e-06,0.03250183046025546,9.22014623938594e-06,0.03793029720659849,0.0017096074298024,0.005813285543624459,0.0017030959634212017,0.004433102312780331,0.0016802377977000837
LidTightenerL,51810,0,0.13259608240562928,0.02664542291313405,0.19159025386989842,1.401298464324817e-45,1.9070283625679976e-35,9.952097808478699e-19,1.0247189948131563e-05,0.2175773493945598,0.5613130182027817,0.7537263906002041,1.0,0.21756710220461167,0.7537263906002041,0.0,0.42534259795406293,0.5613781123335263,0.0006562439683458792,0.0006369426751592356,45429,0.11370252638831649,0.0168735152110457,0.13522922030934723,0.0258991308510303,0.17809774882826987,0.09252162277698511,0.06439522243995338,0.07564810756593941,0.045501666422640585,0.06587619986385107
LidTightenerR,51810,0,0.14271863347981964,0.0262621324509382,0.2079461533556369,1.401298464324817e-45,7.560332582845057e-32,5.471408495608554e-17,2.2723065285390476e-05,0.2306497246026992,0.6088333040475844,0.7983176523447024,0.9999501705169678,0.2306270015374138,0.7983176523447024,0.0,0.4306697548735765,0.5592742713761822,0.0007913530206523837,0.00021231422505307856,45501,0.1198560982768545,0.0129132838919758,0.1499690801206607,0.035001395270228344,0.19363943236588999,0.1095588728785514,0.07378333408903548,0.0966455889865756,0.050920798886070345,0.0832967404276132
LipCornerDepressorL,51810,0,0.09117954223488793,0.008625824935734251,0.20754371431578086,1.401298464324817e-45,1.401298464324817e-45,2.9885011536837904e-25,9.631764186224245e-08,0.030801211018115227,0.6679276943206782,0.9019439220428468,1.0,0.030801114700473364,0.9019439220428468,0.0,0.5204207681914689,0.7794441227562247,0.005655278903686547,0.0033005211349160395,42299,0.07312254763739043,0.0015858052065595499,0.13500096850700483,0.0108606992289423,0.09259672127515939,0.010865643620491,0.0618784208696144,0.00927983841393145,0.043821426272116895,0.007040019729174701
LipCornerDepressorR,51810,0,0.08475698217523817,0.00011473084305175,0.20230102190590957,1.401298464324817e-45,1.401298464324817e-45,5.071318424258393e-38,6.015556671225882e-14,0.025010481942444974,0.6454732388257977,0.881436921954154,1.0,0.025010481942384817,0.881436921954154,0.0,0.6385060799073538,0.7970662034356302,0.003956765103261918,0.0026056745801968733,42912,0.06756898783077765,8.272780291918025e-07,0.1276669631957924,0.00238609721418465,0.08488630454335075,0.0093677500262856,0.06009797536501475,0.009366922748256408,0.04290998102055424,0.00925301918323385
LipCornerPullerL,51810,0,0.10708958670481852,0.00025064351211765,0.2533357805082179,1.401298464324817e-45,1.401298464324817e-45,1.263736224075018e-38,4.483852762552417e-14,0.0278241466730833,0.8376603811979293,1.0,1.0,0.02782414667303846,1.0,0.0,0.606929164254005,0.7865469986489094,0.028006176413819726,0.019918934568616098,42466,0.10138464860369135,8.243666343332734e-06,0.10638255029395807,8.657341822981834e-05,0.12235881778330486,0.0098360013216733,0.020974169179613505,0.009827757655329967,0.015269231078486337,0.00958535780955565
LipCornerPullerR,51810,0,0.10993388137920082,3.737580186680134e-06,0.2598434488837671,1.401298464324817e-45,1.401298464324817e-45,3.0828566215145976e-44,3.722605164835162e-18,0.027842078357934924,0.8638249069452285,1.0,1.0,0.02784207835793492,1.0,0.0,0.6391044199961398,0.7835552982049797,0.03258058289905424,0.026249758733835168,41644,0.10428525571325312,1.2238067625958138e-07,0.10943770509867978,1.4112457620285568e-06,0.1248447359029421,0.0057180826552211995,0.020559480189688978,0.00571796027454494,0.014910854523741274,0.005714345075034519
LipFunnelerLB,51810,0,0.011046754060495823,1.401298464324817e-45,0.06878263548260402,0.0,0.0,0.0,1.401298464324817e-45,2.87477744241504e-20,0.0172102116048336,0.3255647251009935,1.0,2.87477744241504e-20,0.3255647251009935,0.05670719938235862,0.9412854661262304,0.9620729588882455,0.0010036672457054622,0.0009071607797722448,18910,0.012606081534427391,1.401298464324817e-45,0.008276239205584247,1.401298464324817e-45,0.009891877167032655,1.401298464324817e-45,0.004329842328843144,0.0,0.0027705148549115755,0.0
LipFunnelerLT,51810,0,0.01591219312834921,4.7940984515548735e-11,0.05594689117438838,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,4.381147789461933e-24,0.0050351779209449506,0.0884756445884704,0.29880723506212226,0.9426304697990416,0.0050351779209449506,0.29880723506212226,0.0,0.7869909283922023,0.9279289712410731,0.0,0.0,38483,0.01740655716221435,1.5167649579893305e-12,0.013194585468027651,1.2387988856943366e-08,0.014869103235697923,7.133302976081168e-11,0.004211971694186698,1.2386472091985377e-08,0.00271760766032156,1.2340047872427817e-08
LipFunnelerRB,51810,0,0.010923662544516818,2.0433542228894867e-38,0.06747601931556084,0.0,0.0,1.401298464324817e-45,1.401298464324817e-45,2.2136584015494676e-13,0.016899562533944763,0.31512041330337515,1.0,2.2136584015494676e-13,0.31512041330337515,0.026732291063501255,0.9351862574792511,0.962265971820112,0.0009264620729588882,0.0008878594865856012,23953,0.012473104428157036,1.4573504028978098e-42,0.007962952470911474,6.238598341062022e-36,0.00998771387390541,4.505266459284954e-34,0.004510151957245563,4.50526644471145e-34,0.002960710073605344,4.505062123862665e-34
LipFunnelerRT,51810,0,0.015581992657994584,1.4767738898066596e-12,0.055533712183803756,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.589049860744717e-26,0.0003101737529505,0.08863698057830309,0.29553016811609,0.9269152283668518,0.0003101737529505,0.29553016811609,0.0,0.8103261918548543,0.9259216367496622,0.0,0.0,38383,0.01729800734719377,1.3479118537475243e-13,0.012137594869784095,5.901932415008915e-11,0.014713884160833272,6.8305027432769005e-12,0.005160412477409676,5.88845329647144e-11,0.0034443977882104883,5.754255026028249e-11
LipPressorL,51810,0,0.0054198482799848735,3.850292622210923e-20,0.03439603316611602,0.0,0.0,1.401298464324817e-45,5.044674471569341e-44,4.762216176956713e-09,0.010865643620491,0.15845179557800085,0.6380583047866821,4.762216176956713e-09,0.15845179557800085,0.011001737116386797,0.9082416521906967,0.9787685774946921,0.0,0.0,32665,0.003358633606532978,4.395538265036761e-22,0.005827404781988816,6.037243213422787e-17,0.01026138714754072,2.564980580023073e-18,0.006902753541007741,6.037199258040136e-17,0.004841538867555846,6.033392920800576e-17
LipPressorR,51810,0,0.005410530268710274,3.3767901653888833e-21,0.03455358453297661,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,3.5441563572824464e-09,0.010865643620491,0.1579703600704662,0.6388714909553528,3.5441563572824464e-09,0.1579703600704662,0.0,0.9111561474618799,0.9786334684423856,0.0,0.0,31844,0.003389816859532798,8.414360548624042e-23,0.005767519039125676,3.7738272062812116e-20,0.010200284368808573,2.1788819315974884e-18,0.006810467509275775,2.178797787992002e-18,0.004789754100098299,2.1755051414320995e-18
LipPuckerL,51810,0,0.046494546796631384,2.1018900042690802e-07,0.12971460660497092,1.401298464324817e-45,1.401298464324817e-45,8.954297187035659e-44,1.1959734638316297e-15,0.011224248446524126,0.2870581835508342,0.7069805914163558,1.0,0.01122424844652293,0.7069805914163558,0.0,0.6844817602779386,0.8262111561474619,0.0027793862188766646,0.002335456475583864,42457,0.041138020135097444,4.5483171007276724e-08,0.054007936254961024,8.750025244808057e-06,0.05250258055393773,3.0667511907722655e-07,0.01286991611986358,8.70454207380078e-06,0.00751338945832964,8.53983624438115e-06
LipPuckerR,51810,0,0.04679498005422084,1.3399534815050629e-08,0.13042727448447794,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.0123448065573851e-17,0.012307322816923226,0.2863446459174152,0.7091789227724054,1.0,0.012307322816923216,0.7091789227724054,0.0,0.7033777263076626,0.8199382358618027,0.002740783632503378,0.0023547577687705076,42517,0.04174658479361221,3.350110855393495e-09,0.0539310048894267,2.2849455660889367e-07,0.05240155007980943,1.3037918744629451e-08,0.01218442009581449,2.2514444575350017e-07,0.007136024835205854,2.1509502179384304e-07
LipStretcherL,51810,0,0.03693422719276149,0.0040800427086650996,0.09412212651279629,1.401298464324817e-45,1.401298464324817e-45,2.636776573405214e-29,3.6543665316024487e-10,0.0326475240290164,0.15347008109092702,0.536520929932594,1.0,0.032647523663579744,0.536520929932594,0.0,0.5616097278517661,0.8067554526153252,0.0011387762980119669,0.0010229685388921058,43500,0.02455507896066287,9.28860972635448e-05,0.04501113852251394,0.0091409031301736,0.06027784632976776,0.0108656408265233,0.03572276736910489,0.010772754729259756,0.02334361913700627,0.006785598117858201
LipStretcherR,51810,0,0.03926635684744047,0.0081475763581693,0.09813950347252784,1.401298464324817e-45,1.401298464324817e-45,2.466767328402375e-27,3.8437948379765885e-09,0.0343414489179849,0.15935266464948644,0.5634202623367278,1.0,0.03434144507419006,0.5634202623367278,0.0,0.5259988419224088,0.7965450685195908,0.001524802161744837,0.0011966801775718974,43336,0.026165139840203314,0.0013451206614263,0.04798014560624258,0.01074865553528065,0.06380277092902199,0.0108655062504112,0.03763763108881868,0.009520385588984898,0.024536414081581526,0.006802455696743
LipSuckLB,51810,0,0.07918308409060504,0.0132886935025453,0.12018705060228893,1.401298464324817e-45,1.401298464324817e-45,9.125506936706754e-28,7.90965692942791e-09,0.12461384572088716,0.3286816403269766,0.5194237232208252,0.8890388011932373,0.12461383781123023,0.5194237232208252,0.0,0.45095541401273886,0.6206330824165219,0.0,0.0,44768,0.07000109702219119,0.00589815154671665,0.07348100441799923,0.0203985953703522,0.10840725395278542,0.052890997380018206,0.038406156930594224,0.04699284583330156,0.029224169862180377,0.039602303877472905
LipSuckLT,51810,0,0.041056552902584295,0.004259949084371301,0.07301236184489578,1.401298464324817e-45,1.401298464324817e-45,2.478883164098789e-30,4.5846977256291937e-11,0.054349181242287124,0.19508802443742732,0.31506698578596115,0.862289547920227,0.054349181196440145,0.31506698578596115,0.0,0.545531750627292,0.7399343756031654,0.0,0.0,43800,0.03995069166065113,2.7701812541636173e-05,0.035147510950634175,0.0054694497957825,0.049895260280162015,0.0108656426891684,0.01474774932952784,0.010837940876626763,0.00883870737757772,0.006605693604797099
LipSuckRB,51810,0,0.06778176932715611,0.0109398956410586,0.10633740018600615,1.401298464324817e-45,1.401298464324817e-45,1.2881172248474492e-26,2.2321876791409068e-08,0.10140104405581947,0.28485312908887805,0.4834857285022735,0.8633459806442261,0.10140102173394268,0.4834857285022735,0.0,0.4437174290677475,0.6479251109824358,0.0,0.0,44548,0.059478957363436405,0.0084438002668321,0.06530143428228682,0.0202827956527471,0.09148240352107279,0.03830247372388835,0.03200344615763638,0.02985867345705625,0.023700634193916673,0.02736257808282975
LipSuckRT,51810,0,0.03535321990120716,0.0002777729969238,0.06672030534030954,1.401298464324817e-45,1.401298464324817e-45,1.7259179642900913e-32,2.78938515081012e-12,0.04069177340716122,0.17619161680340742,0.2890322303771958,0.8433194756507874,0.040691773404371835,0.2890322303771958,0.0,0.5963520555877244,0.7642926076047095,0.0,0.0,43793,0.034298765580685286,3.2170476060855435e-06,0.030184486983828536,0.00035499232762955,0.043306807568333786,0.010645586065948,0.01312232058450525,0.010642369018341915,0.007953587667126623,0.010367813069024201
LipTightenerL,51810,0,0.027257791716023688,1.308890261359798e-15,0.08721410923920618,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,6.01986011951051e-32,8.525150633431622e-06,0.19667358547449076,0.453196766078472,0.997130572795868,8.525150633431622e-06,0.453196766078472,0.0,0.8161551823972206,0.8732677089364987,0.0003667245705462266,9.650646593321752e-05,37730,0.02395033713389372,1.047911906128231e-16,0.035525289342871476,1.3035327483222614e-12,0.027272076453687427,1.691920677690561e-15,0.011574952208977755,1.3034279571316486e-12,0.008267497626847788,1.3022238580609016e-12
LipTightenerR,51810,0,0.024764208534358734,2.9980851936435393e-17,0.0815398671910049,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.3095171423654569e-37,7.15502807224766e-07,0.18190953955054234,0.4346338099241254,0.9771435260772704,7.15502807224766e-07,0.4346338099241254,0.0,0.8314611078942289,0.8822235089751014,9.650646593321752e-05,0.0,35581,0.021632010394143843,1.890177182855123e-17,0.03204682305190365,1.616002068367404e-18,0.025334664666402027,7.922385976546565e-16,0.010414812657759807,7.906225955862891e-16,0.007282614517544916,7.622577457182211e-16
LipsToward,51810,0,0.03392572137883261,0.02093096170574425,0.0580342431046964,1.401298464324817e-45,1.5556984866993415e-10,0.0016207697452045402,0.0102985047269612,0.03504371084272855,0.1065916087478397,0.30908218622207567,1.0,0.024745206115767353,0.30908218606650584,0.0,0.24518432734993245,0.8665894614939201,0.00023161551823972206,0.00019301293186643504,44377,0.032355534918872574,0.0193743966519832,0.03352446919947348,0.0188723169267177,0.03833879502024724,0.02743539679795495,0.00598326010137467,0.00856307987123725,0.004413073641414633,0.0065044350922107
