split,fea_name,n,missing,mean,median,std,min,p01,p05,p25,p75,p95,p99,max,iqr,p99_p01,fraction_eq_0,fraction_le_0_01,fraction_le_0_05,fraction_ge_0_95,fraction_ge_0_99,n_unique
train,DimplerL,28920,0,0.05103665829643553,5.693065463496794e-10,0.11474642804126325,0.0,1.401298464324817e-45,1.401298464324817e-45,1.8476788868938376e-24,0.0325588667765259,0.30234950482845296,0.5450015652179719,0.853258490562439,0.0325588667765259,0.5450015652179719,0.001037344398340249,0.6901106500691563,0.7770055325034578,0.0,0.0,22962
train,DimplerR,28920,0,0.05420032638858706,2.18502449467195e-09,0.11754501582515972,0.0,1.401298464324817e-45,1.401298464324817e-45,8.588127988926867e-23,0.039905524812638704,0.3208143144845961,0.5396455574035645,0.8880939483642578,0.039905524812638704,0.5396455574035645,0.001037344398340249,0.6799100968188105,0.7636237897648686,0.0,0.0,23248
train,EyesClosedL,28920,0,0.03340232356793325,5.587935447692871e-09,0.11726627071170753,0.0,0.0,0.0,5.08564333103419e-32,0.009821786312386374,0.16930870413780202,0.7525462496280672,1.0,0.009821786312386374,0.7525462496280672,0.22337482710926695,0.7511410788381743,0.8750345781466113,0.003665283540802213,0.0017634854771784233,18791
train,EyesClosedR,28920,0,0.03376642300147898,2.9994273731404064e-08,0.11805577469203658,0.0,0.0,0.0,1.401298464324817e-45,0.010208328487351525,0.1658503688871859,0.749572396874428,1.0,0.010208328487351525,0.749572396874428,0.22610650069156293,0.7490318118948824,0.8709197786998617,0.003665283540802213,0.002178423236514523,18069
train,EyesLookDownL,28920,0,0.04315906201303,1.240136937585845e-09,0.08783459218133557,0.0,0.0,0.0,4.9834679199951675e-23,0.037312052212655475,0.26675474941730487,0.37673872381448753,0.4486598670482635,0.037312052212655475,0.37673872381448753,0.19889349930843706,0.6632434301521438,0.773478561549101,0.0,0.0,20270
train,EyesLookDownR,28920,0,0.04265667042763149,5.453983398240325e-08,0.08763608646863671,0.0,0.0,0.0,2.689210210515613e-24,0.0330012580379843,0.26842605173587797,0.3797924676537514,0.4435893595218658,0.0330012580379843,0.3797924676537514,0.212551867219917,0.6688796680497925,0.7752074688796681,0.0,0.0,19911
train,EyesLookLeftL,28920,0,0.07371775773306247,0.0,0.1138601687955435,0.0,0.0,0.0,0.0,0.12483838945627207,0.32200339585542676,0.4468350100517274,0.8068109750747681,0.12483838945627207,0.4468350100517274,0.540179806362379,0.5611687413554634,0.6363070539419087,0.0,0.0,11268
train,EyesLookLeftR,28920,0,0.12155994716522854,0.06769215315580365,0.1420628838496771,0.0,0.0,0.0,0.0,0.2121453881263733,0.406923770904541,0.5296753853559497,0.8820091485977173,0.2121453881263733,0.5296753853559497,0.3553941908713693,0.3748271092669433,0.46265560165975106,0.0,0.0,15884
train,EyesLookRightL,28920,0,0.09145234097967708,0.01971801463514565,0.1244048260776642,0.0,0.0,0.0,0.0,0.16318907961249352,0.3661422446370124,0.4547924253344536,0.5818221569061279,0.16318907961249352,0.4547924253344536,0.459820193637621,0.4802213001383126,0.5660442600276625,0.0,0.0,13440
train,EyesLookRightR,28920,0,0.05258150401768325,0.0,0.09414378823124878,0.0,0.0,0.0,0.0,0.0760607849806547,0.28040537387132647,0.3695779681205756,0.4994495511054992,0.0760607849806547,0.3695779681205756,0.6446058091286307,0.6622060857538036,0.7135546334716459,0.0,0.0,8824
train,EyesLookUpL,28920,0,0.03783935545143322,0.0,0.10032983492988541,0.0,0.0,0.0,0.0,0.0,0.28566814810037566,0.4590622460842135,0.7247291207313538,0.0,0.4590622460842135,0.8063278008298755,0.8146957123098202,0.8410442600276625,0.0,0.0,4870
train,EyesLookUpR,28920,0,0.0378028379522955,0.0,0.10021905844612727,0.0,0.0,0.0,0.0,0.0,0.2869554579257963,0.4607812014222151,0.7230555415153503,0.0,0.4607812014222151,0.8063278008298755,0.8146957123098202,0.8411134163208852,0.0,0.0,4867
train,InnerBrowRaiserL,28920,0,0.06146859610357146,0.015965781174600048,0.11683633258974026,2.6874662013047394e-31,2.9215230139479274e-15,1.2382255620835287e-08,0.0004128533910261,0.0655399374663829,0.29716639071702944,0.6087610691785817,0.9104198217391968,0.06512708407535679,0.6087610691785789,0.0,0.445746887966805,0.7061894882434302,0.0,0.0,25420
train,InnerBrowRaiserR,28920,0,0.06077453893320862,0.014466894324868852,0.11867802758761897,2.802596928649634e-45,5.589502114492045e-19,8.0807713853659e-09,0.00038547721487695,0.06254249997437,0.3052980065345763,0.6235718131065369,0.9551435112953186,0.06215702275949305,0.6235718131065369,0.0,0.45245504840940526,0.7139004149377594,0.0001037344398340249,0.0,25410
train,JawDrop,28920,0,0.10525266768300487,0.0114871552214026,0.17279891993927193,1.401298464324817e-45,4.0417106899915965e-29,2.3678258695082662e-17,0.002101874910295,0.13652057573199267,0.49788882583379745,0.7308170795440674,0.9658591151237488,0.13441870082169766,0.7308170795440674,0.0,0.36542185338865835,0.6517980636237898,0.0004149377593360996,0.0,24460
train,JawSidewaysLeft,28920,0,0.007286329836261644,2.354309414087651e-09,0.021356797625479276,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.0365139338579867e-19,0.0058981324546039,0.03802745155990119,0.09500457189977167,0.3799089789390564,0.0058981324546039,0.09500457189977167,0.0,0.7823305670816044,0.963969571230982,0.0,0.0,22587
train,JawSidewaysRight,28920,0,0.009138208990838484,0.00022006061044519998,0.023990657521033926,1.401298464324817e-45,1.401298464324817e-45,1.227295898121081e-33,1.4249680602151926e-10,0.0108561590313911,0.035281787626445266,0.09369064137339599,0.4708434641361236,0.010856158888894294,0.09369064137339599,0.0,0.64432918395574,0.9676694329183956,0.0,0.0,22228
train,JawThrust,28920,0,0.03831511600387992,6.511466381198261e-06,0.08912283488972329,1.401298464324817e-45,1.401298464324817e-45,1.0365760053849292e-37,3.3357309427682613e-14,0.02664872724562875,0.2145802043378352,0.4350676432251934,0.9552235007286072,0.026648727245595392,0.4350676432251934,0.0,0.6546334716459198,0.8000691562932227,6.915629322268326e-05,0.0,24215
train,LidTightenerL,28920,0,0.11370252638831649,0.0168735152110457,0.18448337239783644,1.401298464324817e-45,1.9515436698441608e-38,3.259257382796289e-21,5.753274308517575e-06,0.1582887172698974,0.5317133903503417,0.7975847041606912,1.0,0.1582829639955889,0.7975847041606912,0.0,0.46424619640387277,0.6145919778699862,0.0011756569847856154,0.001141078838174274,25272
train,LidTightenerR,28920,0,0.1198560982768545,0.0129132838919758,0.19897618816058738,1.401298464324817e-45,2.3364923250830734e-36,1.990401003123206e-19,8.255190323325223e-06,0.1553319282829761,0.5800521254539489,0.8363424259424223,0.9999501705169678,0.15532367309265277,0.8363424259424223,0.0,0.4821230982019364,0.6252420470262794,0.0014177040110650069,0.00038035961272475796,25348
train,LipCornerDepressorL,28920,0,0.07312254763739043,0.0015858052065595499,0.1847538505753589,1.401298464324817e-45,1.401298464324817e-45,5.481125603059373e-29,2.3763473827598247e-10,0.017700605094432803,0.5830061584711074,0.8398071408271791,1.0,0.017700604856798065,0.8398071408271791,0.0,0.6215421853388658,0.8171853388658368,0.002558782849239281,0.0006224066390041493,23979
train,LipCornerDepressorR,28920,0,0.06756898783077765,8.272780291918025e-07,0.1796418549909045,1.401298464324817e-45,1.401298464324817e-45,4.203895392974451e-45,6.7401231264937726e-18,0.010865633841603975,0.5641996473073959,0.8258165103197098,0.9999985098838806,0.010865633841603968,0.8258165103197098,0.0,0.71365836791148,0.8330567081604426,0.0012102351313969572,0.00031120331950207467,23809
train,LipCornerPullerL,28920,0,0.10138464860369135,8.243666343332734e-06,0.24779414516377307,1.401298464324817e-45,1.401298464324817e-45,1.4269212067449984e-41,3.651745151251113e-17,0.025921062100678675,0.8248919874429702,0.9999993443489076,1.0,0.025921062100678637,0.9999993443489076,0.0,0.6424273858921162,0.8029737206085754,0.02247579529737206,0.014557399723374827,23642
train,LipCornerPullerR,28920,0,0.10428525571325312,1.2238067625958138e-07,0.25446370429411574,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.6314066601851212e-21,0.0248752841725945,0.8524003893136978,1.0,1.0,0.0248752841725945,1.0,0.0,0.6752420470262794,0.7976141078838175,0.027282157676348548,0.01946749654218534,22992
train,LipFunnelerLB,28920,0,0.012606081534427391,1.401298464324817e-45,0.07385647311156239,0.0,0.0,0.0,1.401298464324817e-45,4.483731166175191e-18,0.03204541113227595,0.35338000088930216,1.0,4.483731166175191e-18,0.35338000088930216,0.07254495159059475,0.9323997233748271,0.9555325034578147,0.0011756569847856154,0.0010027662517289072,11167
train,LipFunnelerLT,28920,0,0.01740655716221435,1.5167649579893305e-12,0.0620393883428849,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,3.221476921625783e-27,0.0012172805436421,0.1141698461025951,0.33559433668851885,0.9426304697990416,0.0012172805436421,0.33559433668851885,0.0,0.8055325034578147,0.9232019363762103,0.0,0.0,21164
train,LipFunnelerRB,28920,0,0.012473104428157036,1.4573504028978098e-42,0.07256477544024453,0.0,0.0,1.401298464324817e-45,1.401298464324817e-45,3.1493296875515983e-13,0.03180213999003162,0.3499659183621407,1.0,3.1493296875515983e-13,0.3499659183621407,0.02921853388658368,0.9263485477178424,0.9558782849239281,0.001037344398340249,0.0009681881051175657,12794
train,LipFunnelerRT,28920,0,0.01729800734719377,1.3479118537475243e-13,0.06165548560820736,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,2.105920556049551e-28,8.400103070016485e-05,0.1192827705293892,0.3284254446625712,0.9269152283668518,8.400103070016485e-05,0.3284254446625712,0.0,0.821058091286307,0.9195712309820193,0.0,0.0,21200
train,LipPressorL,28920,0,0.003358633606532978,4.395538265036761e-22,0.0237489645208179,0.0,0.0,1.401298464324817e-45,1.401298464324817e-45,5.80590742149667e-10,0.0108514428138732,0.0726047642529012,0.5758416056632996,5.80590742149667e-10,0.0726047642529012,0.01970954356846473,0.9295643153526971,0.9864799446749655,0.0,0.0,18040
train,LipPressorR,28920,0,0.003389816859532798,8.414360548624042e-23,0.023822594215152072,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,4.3776345742818624e-10,0.0108636049553751,0.0725731030106544,0.5758415460586548,4.3776345742818624e-10,0.0725731030106544,0.0,0.9283540802213002,0.9862724757952974,0.0,0.0,17462
train,LipPuckerL,28920,0,0.041138020135097444,4.5483171007276724e-08,0.1170877492856327,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,9.742833852084162e-17,0.010863672941923124,0.24531041383743266,0.6676841533184058,0.99992173910141,0.010863672941923027,0.6676841533184058,0.0,0.7135546334716459,0.8365836791147995,0.00017289073305670817,0.0001037344398340249,23692
train,LipPuckerR,28920,0,0.04174658479361221,3.350110855393495e-09,0.11893258831810047,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,5.128592951614196e-19,0.0108626352157443,0.24778487160801885,0.6780239170789724,0.9999998807907104,0.0108626352157443,0.6780239170789724,0.0,0.7275587828492392,0.8336445366528354,0.00017289073305670817,0.00013831258644536652,23670
train,LipStretcherL,28920,0,0.02455507896066287,9.28860972635448e-05,0.06379980415588916,1.401298464324817e-45,1.401298464324817e-45,3.084032415478726e-32,1.4421395935076964e-12,0.0260408176109194,0.11876348704099651,0.2776440161466618,0.9999991059303284,0.02604081760947726,0.2776440161466618,0.0,0.6268326417704011,0.8550138312586445,0.0002074688796680498,0.00017289073305670817,24317
train,LipStretcherR,28920,0,0.026165139840203314,0.0013451206614263,0.06676041465624791,1.401298464324817e-45,1.401298464324817e-45,7.400447377824578e-33,1.6526679330608474e-11,0.026850822381675226,0.1195220500230789,0.3120402243733408,0.9999998211860656,0.026850822365148547,0.3120402243733408,0.0,0.5829529737206086,0.8487551867219917,0.00031120331950207467,0.00024204702627939143,24086
train,LipSuckLB,28920,0,0.07000109702219119,0.00589815154671665,0.1158718641525716,1.401298464324817e-45,1.401298464324817e-45,1.684571948840316e-32,3.684241019902279e-11,0.0945028960704803,0.3259412735700607,0.499082088470459,0.8890388011932373,0.0945028960336379,0.499082088470459,0.0,0.5225795297372061,0.6687759336099585,0.0,0.0,24852
train,LipSuckLT,28920,0,0.03995069166065113,2.7701812541636173e-05,0.0738468187606494,1.401298464324817e-45,1.401298464324817e-45,2.6286409632204843e-33,5.927710884266139e-14,0.04403788968920702,0.20863770395517342,0.31719611644744883,0.7472171187400818,0.04403788968914774,0.31719611644744883,0.0,0.5948824343015214,0.7591286307053942,0.0,0.0,24352
train,LipSuckRB,28920,0,0.059478957363436405,0.0084438002668321,0.10172215518141685,1.401298464324817e-45,1.401298464324817e-45,5.45825416934266e-30,1.540816120526589e-10,0.07501262053847313,0.27855764627456653,0.4536155250668572,0.8633459806442261,0.07501262038439152,0.4536155250668572,0.0,0.5119986168741355,0.6955739972337482,0.0,0.0,24752
train,LipSuckRT,28920,0,0.034298765580685286,3.2170476060855435e-06,0.06678484851252277,1.401298464324817e-45,1.401298464324817e-45,4.745705471715504e-34,6.123011334442034e-15,0.030739651061594424,0.18471546769142141,0.2889936304092412,0.7608840465545654,0.0307396510615883,0.2889936304092412,0.0,0.6437759336099586,0.7802558782849239,0.0,0.0,24367
train,LipTightenerL,28920,0,0.02395033713389372,1.047911906128231e-16,0.07497216243213617,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.6917604494438972e-33,5.583974456158103e-07,0.18634594306349742,0.36688986569643145,0.6811826825141907,5.583974456158103e-07,0.36688986569643145,0.0,0.8282157676348548,0.8797026279391424,0.0,0.0,20644
train,LipTightenerR,28920,0,0.021632010394143843,1.890177182855123e-17,0.06925527690646995,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,2.2556803394764783e-37,1.960529800726363e-07,0.16458889991044998,0.3521352127194405,0.6136900782585144,1.960529800726363e-07,0.3521352127194405,0.0,0.8370677731673583,0.8883817427385892,0.0,0.0,19909
train,LipsToward,28920,0,0.032355534918872574,0.0193743966519832,0.0506786110381397,1.700644138679262e-29,5.515997771390892e-13,0.000660542209516225,0.008766998071223449,0.033723527565598446,0.11207927241921423,0.28480615109205276,0.6809991002082825,0.024956529494374997,0.28480615109150115,0.0,0.2741701244813278,0.8667704011065007,0.0,0.0,24567
train,LowerLipDepressorL,28920,0,0.033718082055367034,6.128153269124165e-14,0.10499074240462707,0.0,1.401298464324817e-45,1.401298464324817e-45,6.839361148974053e-31,0.00016597166904825002,0.3285588204860685,0.5073544931411745,0.8878191113471985,0.00016597166904825002,0.5073544931411745,0.006327800829875519,0.8246196403872752,0.8860650069156293,0.0,0.0,21415
train,LowerLipDepressorR,28920,0,0.03262209114559671,1.4141468486668363e-12,0.10160034758440925,0.0,1.401298464324817e-45,1.401298464324817e-45,4.239575394040877e-27,0.000631993563729325,0.32013352662324884,0.48429244101047525,0.8351166248321533,0.000631993563729325,0.48429244101047525,0.006327800829875519,0.8132088520055325,0.8895228215767634,0.0,0.0,21974
train,MouthLeft,28920,0,0.004019376327701882,1.3991003910973632e-08,0.009529881138840733,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.167762738197325e-20,0.005888330633752,0.02450225157663218,0.030048059895634627,0.1873483508825302,0.005888330633752,0.030048059895634627,0.0,0.7917704011065007,0.9964730290456432,0.0,0.0,21681
train,MouthRight,28920,0,0.0013033219635895303,2.3043853720213374e-24,0.0085390108431246,0.0,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.6728353813277863e-08,0.0104882018640637,0.0108805671334266,0.2868486046791076,1.6728353813277863e-08,0.0108805671334266,0.007261410788381743,0.9428423236514523,0.9984439834024896,0.0,0.0,16067
train,NoseWrinklerL,28920,0,0.054754180685578246,1.4447490426228169e-10,0.17226359831968172,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.2563213935423421e-27,0.010405095061287251,0.4464521706104275,0.9871513813734065,1.0,0.010405095061287251,0.9871513813734065,0.0,0.7446403872752421,0.8671853388658368,0.01186030428769018,0.009923928077455048,22028
train,NoseWrinklerR,28920,0,0.055067444344852376,1.320052303143554e-12,0.17360006967883015,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,2.6018359250384112e-27,0.001826719206292125,0.454275435209274,0.9920406240224839,1.0,0.001826719206292125,0.9920406240224839,0.0,0.7957468879668049,0.8615145228215768,0.012655601659751037,0.010096818810511757,22289
train,OuterBrowRaiserL,28920,0,0.04459539017538744,0.0009443249145988,0.10927944970050335,1.401298464324817e-45,1.401298464324817e-45,1.551309976057642e-37,5.961326454695381e-08,0.03209995571523902,0.2487053871154785,0.6196003025770193,0.923576295375824,0.03209989610197447,0.6196003025770193,0.0,0.6223374827109267,0.8023858921161826,0.0,0.0,24271
train,OuterBrowRaiserR,28920,0,0.049439523441520826,0.00521346344612535,0.1128721364335262,2.802596928649634e-45,2.485082784414375e-33,1.7180660569083502e-16,1.6275752386718523e-05,0.0386978844180703,0.258138674497604,0.6188215833902359,0.926120936870575,0.038681608665683584,0.6188215833902359,0.0,0.5593360995850623,0.7830912863070539,0.0,0.0,25232
train,UpperLidRaiserL,28920,0,0.08090961455868885,3.0877611578716824e-09,0.18765327050427627,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,7.25997041907136e-26,0.0253775678575038,0.5815198898315425,0.7963479679822926,0.9170315265655518,0.0253775678575038,0.7963479679822926,0.0,0.6917704011065007,0.7875864453665283,0.0,0.0,21403
train,UpperLidRaiserR,28920,0,0.07917689510089587,8.825383090993455e-09,0.1811135283976632,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,3.232718304173534e-35,0.03233406879007812,0.5562828183174133,0.7961103135347367,0.9982522130012512,0.03233406879007812,0.7961103135347367,0.0,0.6804979253112033,0.7758298755186722,0.0027316735822959888,0.0002074688796680498,19717
train,UpperLipRaiserL,28920,0,0.1216749406697659,0.0108330454677343,0.1927914082855375,1.401298464324817e-45,1.667545172546529e-45,4.689817929029471e-27,4.901165306936405e-10,0.1797795742750167,0.5686519086360932,0.7583144557476049,0.8794759511947632,0.17977957378490017,0.7583144557476049,0.0,0.4864799446749654,0.6093706777316735,0.0,0.0,25088
train,UpperLipRaiserR,28920,0,0.12403421409030506,0.010865538846701349,0.19453119856659337,1.401298464324817e-45,3.1750788760487407e-41,2.529080496962484e-23,1.0510020187481928e-08,0.18914403766393656,0.5791923612356186,0.7711323672533038,0.8799755573272705,0.18914402715391637,0.7711323672533038,0.0,0.4712655601659751,0.6107538035961273,0.0,0.0,25029
validation,BrowLowererL,11550,0,0.202269395649117,0.0685804784297943,0.26700491122700426,1.7750404090802967e-22,8.098274793810767e-11,1.0156134180761013e-06,0.0035726157366297753,0.3084139376878738,0.793380695581436,0.9529862719774248,0.9999980926513672,0.304841321951244,0.952986271896442,0.0,0.3083116883116883,0.4601731601731602,0.01064935064935065,0.0059740259740259745,10246
validation,BrowLowererR,11550,0,0.17767293547085064,0.052408380433917004,0.24875509987491567,2.0356464447186043e-25,9.63267890474219e-16,3.676452724477032e-08,0.002134172769729025,0.2558682709932327,0.747284322977066,0.8874166381359103,0.9999987483024596,0.2537340982235037,0.8874166381359093,0.0,0.32354978354978353,0.4942857142857143,0.007272727272727273,0.005108225108225109,10245
validation,CheekPuffL,11550,0,0.003332780276723153,2.2020857359805746e-12,0.015263562532873805,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.3367442557894428e-27,0.00011300135884077499,0.013734048791229383,0.0380297489464283,0.5481892824172974,0.00011300135884077499,0.0380297489464283,0.0,0.8691774891774892,0.9935930735930736,0.0,0.0,8608
validation,CheekPuffR,11550,0,0.003864635051825747,6.777751537095922e-12,0.01574785763819422,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,6.879302353694654e-27,0.00022215978606250002,0.02500872490927573,0.05424700953066346,0.5370965600013733,0.00022215978606250002,0.05424700953066346,0.0,0.8524675324675325,0.9880519480519481,0.0,0.0,8672
validation,CheekRaiserL,11550,0,0.19584651949862128,0.0795564912259578,0.24875169747844503,2.1911016801474524e-21,3.094257333691178e-10,1.4461469118032256e-05,0.018201497849076948,0.29258789867162704,0.7868975937366478,0.9472031509876252,1.0,0.2743864008225501,0.9472031506781995,0.0,0.15792207792207794,0.4109090909090909,0.009870129870129871,0.005627705627705628,10115
validation,CheekRaiserR,11550,0,0.1696624422506962,0.0543808508664369,0.2374804596779759,3.0031227388945155e-41,1.8082044153706988e-21,2.6256600227370146e-10,0.01086558867245905,0.23605868592858312,0.7244855016469952,0.9638142770528797,1.0,0.22519309725612408,0.9638142770528797,0.0,0.22640692640692642,0.48467532467532465,0.011255411255411256,0.007619047619047619,10117
validation,CheekSuckL,11550,0,0.0005520716379366083,1.401298464324817e-45,0.010566814684945197,0.0,0.0,0.0,0.0,1.401298464324817e-45,2.7736313801262086e-10,0.004501022547483495,0.3889863789081573,1.401298464324817e-45,0.004501022547483495,0.2923809523809524,0.9928138528138528,0.9983549783549783,0.0,0.0,1241
validation,CheekSuckR,11550,0,0.0005168147055000405,0.0,0.010823950615092875,0.0,0.0,0.0,0.0,1.401298464324817e-45,7.160229353875265e-10,0.001646324002649611,0.4051363468170166,1.401298464324817e-45,0.001646324002649611,0.7467532467532467,0.9944588744588745,0.9986147186147186,0.0,0.0,1357
validation,ChinRaiserB,11550,0,0.14736945806375493,9.681244046078064e-05,0.2483991395416512,1.401298464324817e-45,1.401298464324817e-45,1.834923659981402e-36,1.0206515933238396e-15,0.19749097153544426,0.7044063389301298,0.8800842589139939,0.9999891519546508,0.19749097153544323,0.8800842589139939,0.0,0.5695238095238095,0.6634632034632034,0.0035497835497835498,0.0006926406926406926,9923
validation,ChinRaiserT,11550,0,0.16951931581498905,0.05792758800089355,0.23123258822729162,1.401298464324817e-45,2.287547155817978e-33,1.8790612438247133e-20,8.928449278755579e-05,0.24941281601786613,0.692923355102539,0.8632213473320007,0.9983307123184204,0.24932353152507858,0.8632213473320007,0.0,0.3006926406926407,0.46294372294372294,0.002077922077922078,0.00017316017316017316,10173
validation,DimplerL,11550,0,0.04176489491130418,6.54802989608072e-09,0.09382133365910773,1.401298464324817e-45,1.401298464324817e-45,2.0443501257080853e-40,2.138563901308387e-19,0.024872994981706073,0.26067089736461607,0.4161431133747101,0.6782429814338684,0.024872994981706073,0.4161431133747101,0.0,0.7032034632034632,0.7961038961038961,0.0,0.0,9831
validation,DimplerR,11550,0,0.04455629387350757,2.7281540582180248e-08,0.09589139906227147,1.401298464324817e-45,1.401298464324817e-45,4.59808065098902e-41,4.871324917708571e-19,0.030811954755335973,0.2691680371761318,0.42246245533227944,0.6566928029060364,0.030811954755335973,0.42246245533227944,0.0,0.6855411255411256,0.7777489177489177,0.0,0.0,9816
validation,EyesClosedL,11550,0,0.058315034019217435,7.767230272293091e-07,0.1628077254140801,0.0,0.0,0.0,6.965669682174433e-20,0.018975556362420272,0.41613994240760704,0.9333153486251832,1.0,0.018975556362420272,0.9333153486251832,0.18978354978354978,0.7105627705627706,0.821038961038961,0.008831168831168832,0.005281385281385282,7990
validation,EyesClosedR,11550,0,0.05593861348162543,2.5109238244169774e-08,0.1542403299644695,0.0,0.0,0.0,1.401298464324817e-45,0.026680293027311522,0.3214043393731109,0.9700878369808197,1.0,0.026680293027311522,0.9700878369808197,0.23454545454545456,0.6965367965367966,0.8022510822510822,0.011428571428571429,0.008225108225108226,7488
validation,EyesLookDownL,11550,0,0.048378999827169866,4.8377650330166944e-08,0.08855097636399928,0.0,0.0,0.0,3.395392983169078e-25,0.05630768835544577,0.2622899413108825,0.3454949793219566,0.425613135099411,0.05630768835544577,0.3454949793219566,0.21246753246753247,0.6404329004329005,0.7375757575757576,0.0,0.0,8120
validation,EyesLookDownR,11550,0,0.048161071827801064,3.863815933868864e-09,0.0907126480895523,0.0,0.0,0.0,1.5317675279986044e-31,0.053748616948723724,0.2776016324758528,0.3609149503707886,0.4259600639343261,0.053748616948723724,0.3609149503707886,0.2206060606060606,0.658008658008658,0.7435497835497835,0.0,0.0,8027
