reenactment_id,split,sequence_timestamp,set_id,participant_id,level_id,emoji_id,true_label_id,true_label,AU1,AU2,AU4,AU5,AU6,AU7,AU8,AU9,AU10,AU12,AU14,AU15,AU16,AU17,AU18,AU20,AU22,AU23,AU24,AU26,AU28,AU43,AD29,AD30,AD34,AD35,EYE61,EYE62,EYE63,EYE64,UNMAPPED_MouthLeft,UNMAPPED_MouthRight
1700479113933-2-1-2-4-1,test,1700479113933,2,1,2,4,1,Disgust,0.0026632987226946426,0.013530575763434107,2.0020700801058162e-28,1.401298464324817e-45,0.012176815187558518,1.401298464324817e-45,0.08456188738346092,3.16395120175693e-22,0.035183048713952336,0.004919195565580714,0.04641354531049727,0.060710860602557835,0.8571931809186936,0.018727968407074514,0.16931692510843277,0.11718006357550668,0.033338281791657175,0.021515167318284498,7.109454039131457e-22,0.3015948832035064,0.011287353211082471,0.0061004589544609005,0.3307431042194366,0.01863331263884893,0.0087543132016435,3.3252579199040164e-19,0.10642618313431736,0.0,0.21241647750139236,0.0,1.4616530208400036e-08,0.000589884501458478
1700479117593-2-1-2-5-1,test,1700479117593,2,1,2,5,1,Disgust,0.057403252460062476,0.014921448659151699,0.01455337000079449,1.401298464324817e-45,0.02480028248392046,0.001057908265101973,0.0503187179565429,4.23909991861971e-37,0.1346092816442251,0.060290186665952206,0.06975207179784773,0.7349394619464875,0.39483022242784527,0.12635959610342978,9.555536170602025e-08,0.60520935356617,5.512303351912135e-06,2.7822773214026077e-11,9.525330885086138e-37,0.4639955639839173,0.04332721767485192,0.004712089622626037,0.1135858669877052,0.005432821810245826,6.614412771540058e-23,4.455219672504328e-34,0.17958523333072657,0.0,0.21668538302183152,0.0,5.146182900261922e-07,0.012902086228132194
1700479119890-2-1-2-6-2,test,1700479119890,2,1,2,6,2,Fear,0.17630222290754316,0.17280219197273253,3.6225125299438343e-07,1.401298464324817e-45,0.0040455570589556285,0.00030733271923959497,0.02804256360977883,0.0008651323441881256,0.14059682860970493,0.029717200435697956,0.164356417953968,0.036164364963769874,0.19128806069493293,0.048900232696905695,0.010796028934419085,0.1986338973045349,1.7323368425947838e-16,4.530609964777349e-22,1.401298464324817e-45,0.9999780237674714,0.024906122451648065,6.986160456558259e-13,0.30303439497947704,0.010798827977850995,2.150707172025813e-35,1.5274153261140514e-44,0.07745380681008099,0.039546994864940614,0.0,7.27386360304815e-13,1.5920593875756036e-17,1.1364381768963489e-09
1700479129747-2-1-2-10-2,test,1700479129747,2,1,2,10,2,Fear,0.14121043905615807,0.10320568345487112,0.10940503291785715,5.139551687819282e-24,0.22330249398946755,0.1244885742664337,0.03256640844047069,1.0389952613543154e-11,0.7161394834518433,0.4576443180441856,0.6229164630174637,0.22233143150806428,0.8595079511404038,0.10790167450905505,0.0031327991746366015,0.9996258527040482,6.789451937943776e-12,2.2393745420566775e-14,2.370526734976622e-15,0.779207456111908,0.13095172252506013,0.01057925028726454,0.2576273590326309,0.013515062275578122,3.5824619400863385e-06,7.156118368234844e-12,0.10732919722795484,0.0,0.0,0.010578852240265977,1.4417374883077225e-32,0.007688076747581349
1700479131977-2-1-2-11-4,test,1700479131977,2,1,2,11,4,Neutral,0.045299316570162756,0.008779125544242476,0.1481531728059053,6.4609556580672545e-34,0.04689858118072148,0.02903551325252915,0.0326628718525171,1.3060930042567819e-21,0.08122750222682948,0.01050718273036177,0.007215217873454031,0.01086311712861058,1.3879226740188807e-18,0.012260731624887436,0.00024892429064487517,0.01081647831015284,0.0001759797978593001,2.8092222232678745e-24,2.979933483303596e-25,0.02706047520041458,0.06239571801438679,0.009764420008286798,2.2733813835884595e-07,0.00012481107334849008,4.417678554909221e-16,8.990492855009189e-22,0.0,0.1282176103442907,0.0,0.03138758828863497,2.571102422343176e-42,0.008447297848761
1700479238544-2-1-3-0-4,test,1700479238544,2,1,3,0,4,Neutral,0.0015048419474624282,4.692183561019192e-05,4.3288700514877096e-18,1.401298464324817e-45,0.03703043144196268,0.008975832955911735,0.05968103744089603,1.401298464324817e-45,0.21152364909648894,0.01104751387611027,0.06930349655449389,0.010445124097168381,0.07726933956146237,0.03207853026688097,1.401298464324817e-45,0.010859101125970445,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,0.15348693728446958,0.1566689042374491,1.475966677085247e-33,0.031043228507041873,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,0.37526899874210357,0.30054496228694916,0.0,1.5184309709897573e-33,0.01086235931143162,0.010862713307142181
1700479240547-2-1-3-1-1,test,1700479240547,2,1,3,1,1,Disgust,0.013463442819192921,0.0074626676272600565,4.8003893966558395e-23,1.401298464324817e-45,0.020768405776470853,0.0009166980365989315,0.07311079725623125,1.401298464324817e-45,0.1257029592990875,0.007613842375576462,0.035974930413067305,0.086356696113944,0.003332213545218073,0.0320668403059244,0.06228210404515263,0.011100913537666176,0.01998912259005002,0.0038424836937337504,1.401298464324817e-45,0.5064364552497864,0.06495081681787267,1.1293064323993707e-42,0.3137939572334289,0.00526080704294142,1.401298464324817e-45,1.401298464324817e-45,0.0,0.08824315406382079,0.0,1.1608356478466789e-42,0.006138147739693453,0.003326170891523333
1700479243878-2-1-3-3-6,test,1700479243878,2,1,3,3,6,Surprise,0.24321276172995565,0.03317894684150814,0.43672421425580976,1.401298464324817e-45,0.05643460974097248,0.09132344275712966,0.36638841331005095,0.027610395662486527,0.18462453484535216,0.08542558178305623,0.13211483433842652,0.8370641261339188,0.5450053155422211,0.38202951699495313,0.6433417797088623,0.45323586612939837,0.08562984652817246,0.2452617049217224,0.006153071718290444,0.7451409161090851,0.049234935175627444,5.440101982171629e-13,0.22483957707881927,0.04820931237190958,0.01053524599410586,0.03402382172644134,0.1584583166986704,0.014288111217319942,0.0,5.440101982171629e-13,1.381534128633636e-13,0.0017302273190579612
1700479245714-2-1-3-4-3,test,1700479245714,2,1,3,4,3,Happiness,0.10447202846407883,0.07801550254225728,2.1297403218767396e-08,1.401298464324817e-45,0.5195006102323532,0.1321293445304036,0.02784865498542777,1.6884483337197746e-06,0.244731517881155,0.753669822216034,0.24981986731290812,0.016050724033266295,0.505632933974266,0.09422197418527903,1.543970911792593e-16,0.3961814895272255,1.0024254622875715e-06,1.75147847614188e-12,9.491919428228366e-08,0.1466252595186233,0.1758369769901037,1.684800593172504e-21,0.055044266209006265,0.005407280081756441,6.8876364366588e-06,2.806545896305581e-06,0.0915094001218676,0.0,0.0,1.684800593172504e-21,0.01064057201147071,0.001240078243426972
1700479248151-2-1-3-5-2,test,1700479248151,2,1,3,5,2,Fear,0.10357236973941322,0.005932382795435812,0.0788431191816926,1.401298464324817e-45,0.027318929787725175,0.00020674962579502503,0.03261825814843177,1.6731517404276414e-17,0.35809756964445116,0.04913392737507817,0.17351957187056538,0.27127334624528887,0.5843233406543733,0.07685327231884001,8.506345768637863e-31,0.6053185105323792,5.309915415213237e-10,8.153854126889583e-25,6.329770405134794e-19,0.5622665882110596,0.04329096183646464,1.9337186230190616e-32,0.1575284302234649,0.04381286604329941,6.346861548912819e-17,2.3150312199404814e-17,0.2683698311448097,0.0,0.0,1.9337186230189916e-32,9.693092852103297e-06,0.02257834598422042
1700479250572-2-1-3-6-5,test,1700479250572,2,1,3,6,5,Sadness,0.0403792020864784,0.01145656751468771,7.278433660218301e-08,1.401298464324817e-45,0.019942806940525755,0.010372602473971431,0.02194385100156068,0.02454276941716666,0.004070888257751883,4.928912767354636e-05,5.791374078967249e-07,0.801950478553772,9.743905042825017e-08,0.3630012959241867,0.01844263765960929,0.12731580510735507,0.005425106012262379,0.022706981468945717,5.120076669752336e-30,0.015992162376642163,0.03899825801458971,1.569454280043796e-43,0.01078573102131479,0.014977732859551847,0.007093623920809422,1.8726016995528043e-28,0.24573851674795147,0.041756453237030644,0.1029928646981716,1.5834672646870443e-43,7.461448381403111e-17,1.7579621385266373e-07
1700479253441-2-1-3-8-0,test,1700479253441,2,1,3,8,0,Anger,0.15286794453859323,0.010414737835526405,0.29397616684436795,1.401298464324817e-45,0.050121707282960365,0.036525469552725495,0.1250564962625503,6.400352726425476e-11,0.054979431070387316,7.038361700482487e-20,4.1668586115519563e-23,0.02378686685115094,0.0007769451698645737,0.028864805679768277,0.30001613795757287,0.01053625335916873,0.02537394270771995,0.24176014140248295,1.3172205564653288e-44,0.14217949807643884,0.13429590088780965,0.013336462154984442,0.1638902753591537,0.11293883882462974,0.020347604621201738,4.847091388099545e-43,0.0008309891505632201,0.06447579823434355,0.014020185312256227,0.08676189668476578,0.01065445188432931,0.010357958078384341
1700479258342-2-1-3-10-0,test,1700479258342,2,1,3,10,0,Anger,0.04813918415457007,0.02857111450284716,0.00036979817086829517,1.401298464324817e-45,0.04403740409761664,0.052373652954961394,0.04812893196940418,1.3373078255884972e-09,0.2561003349721432,0.06472716815769668,0.16105380579829215,0.00953301005065436,0.09289734326303001,0.04033924569375809,0.12751218453049656,0.0271641090512275,0.005404911330015614,0.04226490715518591,1.401298464324817e-45,0.14519163966178897,0.037827278813347166,0.011629925083548164,0.029288905300199904,0.010838711867108896,0.004263692979351673,1.1684373024678513e-09,0.04987808149307965,0.008709281124174555,0.02478118306025856,0.011626103394374329,1.0228596008382557e-11,0.0016758800134993612
1700479260806-2-1-3-11-3,test,1700479260806,2,1,3,11,3,Happiness,0.10504686944186684,0.07145925201475617,0.0015467834097768484,1.401298464324817e-45,0.6555011361837387,0.21505439728498454,0.01964558605104677,2.3443003056717395e-21,0.621514019370079,0.8850346028804779,0.31270585060119627,0.09798626191914077,0.7761869758367539,0.10050471427525628,0.00026241377927529135,0.9343407720327377,0.001964375718068682,3.692972501152111e-12,1.401298464324817e-45,0.2385163217782974,0.18485927693545817,0.011567137559177291,0.06445517241954801,0.0054328168584758755,4.101741512239912e-09,6.653581868758995e-21,0.20143602713942527,0.0,0.1795529060065746,0.015032788598909917,8.221408934331597e-05,1.3190144438376795e-14
1700479262241-2-1-3-12-4,test,1700479262241,2,1,3,12,4,Neutral,0.16764342784881592,0.09768871366977687,0.014900307823035292,1.401298464324817e-45,0.14445505589246743,0.1463998211896978,0.04045313484966754,0.0008651391428429356,0.0839988280087709,0.07136201262474057,0.04871966782957313,0.010865644086152301,4.3934061833006715e-09,0.017331775696948125,0.11366139240562914,0.02029597014188763,0.012080731103196726,0.04817704409360882,1.401298464324817e-45,0.03365153931081289,0.11681491788476701,0.007020276133608023,2.9536679176089856e-05,0.010613231314346175,0.003874760703183701,1.9469276411619867e-27,0.14830248728394504,0.11291941292583937,0.08916933275759217,0.0070201883672056115,0.009720918349921672,3.859612136592785e-21
1700479264139-2-1-3-13-6,test,1700479264139,2,1,3,13,6,Surprise,0.08060224540531628,0.057086717709898926,9.227313910299509e-07,1.401298464324817e-45,0.054816585592925494,0.07205845490769638,0.26974925398826594,1.308016236989396e-10,0.12687472775578496,0.013953941827639912,0.012530991900712208,0.05182065758854143,5.75775196498224e-25,0.02763293073512607,0.6683006286621094,0.010870553972199496,0.19715805537998674,0.2620177797973156,1.401298464324817e-45,0.4972995162010193,0.06882383659685726,0.028476069215685067,0.26503853499889374,0.04616735465824599,0.018804265465587333,0.03526210319250818,0.03296943567693232,0.02987047582864761,0.0,0.032438957504928034,0.01086540780961508,0.00855378340929745
1700479265444-2-1-3-14-4,test,1700479265444,2,1,3,14,4,Neutral,0.04528993554413315,0.027530524786561678,4.683572973902129e-11,1.401298464324817e-45,0.07173125445842742,0.05585035824569782,0.05007139518857001,1.6419226517411552e-18,0.15016431882977482,0.053021471388638,0.04023220986127851,0.010542515665292655,7.223631188979924e-33,0.013562397187251878,1.126918315066086e-13,0.030527700856327937,3.927999215821992e-10,8.084036176581055e-10,1.401298464324817e-45,0.034423692151904044,0.12718146457336837,0.01281997621990736,5.635331819242594e-11,1.33126981154419e-06,8.419323330599587e-06,3.4911480639721075e-07,0.0,0.11528163850307466,0.0,0.013748774584382732,0.010865487344562991,0.005927912797778771
1700479274174-2-1-3-18-1,test,1700479274174,2,1,3,18,1,Disgust,0.18339312151074405,0.12968276664614672,0.04526382931508119,1.401298464324817e-45,0.402636693418026,0.162811722792685,0.18086674660444257,0.005386012094095288,0.27181030809879303,0.6801740407943726,0.16805145815014838,0.4978863179683686,0.33883417397737503,0.15408098176121712,0.21767706647515295,0.05268463566899294,0.015962509415112396,0.17962198108434674,0.01445657210424534,0.2868457764387131,0.14751105997711417,0.005003229373687627,0.3153103679418564,0.027140195481479105,0.004912516940385057,3.6433760072445264e-45,0.02647528797388075,0.0332606345415115,0.0,0.008050343883223777,0.0108656426891684,1.3787473926640821e-05
1700479276498-2-1-3-19-6,test,1700479276498,2,1,3,19,6,Surprise,0.3057899460196495,0.22879195287823673,0.052159921266138526,1.401298464324817e-45,0.3382451742887497,0.15905373417772348,0.40209788382053374,0.009187375800684041,0.19539151787757872,0.5895176619291305,0.17226790040731427,0.07909250818192956,3.6584072923839836e-11,0.09177364930510515,0.6633368134498596,0.04244627449661491,0.12236032895743844,0.2630307078361511,0.020776711031794518,0.8112552344799042,0.14333257228136057,0.014525775535730586,0.2737627327442169,0.04653456415981051,0.010843023704364855,0.06732567511498921,0.04251783755607904,0.013540647551417345,0.0,0.014527744168299191,0.01086187558248638,1.4376383106196051e-08
1700479278671-2-1-3-20-2,test,1700479278671,2,1,3,20,2,Fear,0.22608521729707715,0.0851668421179056,0.15024328269064424,1.401298464324817e-45,0.043617255613207756,0.05007338900650207,0.02369956299662582,1.200912373545234e-08,0.40089696049690243,0.15439551323652262,0.20850651040673254,0.21562696248292917,0.6705367624759675,0.06859318335773419,0.005415316717699135,0.7933681756258011,3.018517487768381e-08,6.795417425650451e-13,1.3235958301605074e-10,0.9940886616706848,0.0446762001374736,0.05243432819843315,0.24588890373706815,0.033366907159465095,6.719532583687742e-08,6.549767517238796e-09,0.21399455070495604,0.0,0.0,0.09734735451638701,3.328580922175308e-12,0.02061739061027759
1700479411435-2-1-4-0-1,test,1700479411435,2,1,4,0,1,Disgust,0.031900664605200225,0.044979058578610356,6.430429501851573e-16,1.401298464324817e-45,0.018533428898081145,0.0001293399109271826,0.03984354510903357,2.513678253990294e-07,0.10787932462990285,0.007309874985366972,0.04520777314901348,0.09177234582602972,0.6880928695201873,0.03164795004081092,0.003055802479138925,0.06721196994185444,3.8069195937850987e-07,4.364453104699353e-07,1.401298464324817e-45,0.37932688891887667,0.005058916824618157,4.439933449125883e-28,0.1160649865865707,0.005454420482783457,0.00842695361934596,1.401298464324817e-45,0.06446854053065175,0.01230223290622234,0.0,4.441524432646123e-28,1.1158901691565865e-09,3.7436623245845645e-10
1700479413527-2-1-4-1-5,test,1700479413527,2,1,4,1,5,Sadness,0.010757895396090997,0.022803918644785835,2.6992039145360438e-20,1.401298464324817e-45,0.0316684134304523,3.583753634822664e-09,0.04759967438876627,2.051167721763492e-15,2.4701028280560457e-07,1.6908713723751146e-05,5.737051012033596e-07,0.40389018952846534,0.026452136132866125,0.31516616344451903,0.24070549234747884,0.06072587538510557,0.04348992197774347,0.3212293371558189,1.401298464324817e-45,0.02325248699635263,0.02526465174102552,3.928228157209612e-36,0.23381277918815613,0.19259544461965555,0.030341671407222694,1.401298464324817e-45,0.0053829743992538015,0.1411745473742485,0.0,3.92963595454589e-36,9.85590514048098e-18,3.3112589788809916e-18
1700479417615-2-1-4-3-6,test,1700479417615,2,1,4,3,6,Surprise,0.08042256906628606,0.08636103980243201,0.003103432571515411,1.401298464324817e-45,0.02952305078506466,0.0025099523918469917,0.1865411698818206,0.0032503413967788,0.03853781586512929,0.0024005729181225477,1.68536307820896e-13,0.03617856260389083,0.001308594725560381,0.019733892194926664,0.5679397225379944,0.004045331047382166,0.13550711888819927,0.13851130120456212,1.401298464324817e-45,0.7948369860649109,0.051492472703103094,0.02978716809302567,0.2857641458511352,0.050225423276424375,0.020845669601112542,0.038734599016606724,0.4248990252614021,0.0,0.0,0.18431154713034623,0.008939059730619143,0.009309864789247472
1700479420641-2-1-4-5-4,test,1700479420641,2,1,4,5,4,Neutral,0.011270377947948836,0.02294879117980596,7.666009604889725e-09,1.401298464324817e-45,0.15860564112663267,0.051375771901803015,0.03798401765525339,4.4538828056434435e-14,0.15870278999209403,0.34079073071479793,0.10259509906172745,0.007988997525535491,1.4063978687152085e-12,0.01638662538025524,6.263699349466204e-23,0.0314140311442315,1.4455914779015058e-15,6.103655830886444e-16,1.401298464324817e-45,0.018589845858514222,0.12470953380689023,0.023619041778147214,2.442257944694387e-19,4.921369651484611e-07,1.809731448628849e-13,8.762663955160525e-16,0.0,0.3343046426773071,0.0,0.0609935505315661,0.0108656426891684,9.364510972220689e-11
1700479422411-2-1-4-6-3,test,1700479422411,2,1,4,6,3,Happiness,0.06085785459727046,0.06742058098316189,0.04826822765210442,1.401298464324817e-45,0.41499283462762837,0.10898618418214025,0.039152500405907585,5.59118644106186e-22,0.5094534263014796,0.9683647215366362,0.3314015462994578,0.009443156514316781,0.40715537369251253,0.12327569499611854,0.010842868639156171,0.31440853774547584,1.8147121674277443e-23,7.661670113989917e-24,1.401298464324817e-45,0.19155342727899574,0.1917613387107849,0.03124375231564041,0.03282566443085668,0.00543183451518413,2.2718091735068858e-21,1.1000091742542831e-23,0.0,0.09662225339561696,0.0,0.059789226576685874,0.01086562462151045,1.175444908979596e-18
1700479424021-2-1-4-7-0,test,1700479424021,2,1,4,7,0,Anger,0.17278080061078066,0.022564170137047708,0.3374532163143158,1.401298464324817e-45,0.08909779489040373,0.06586104063317173,0.032892089337110485,1.4130913176342206e-29,0.12890492044389246,0.15396924838423726,0.05070071853697299,0.14931983500719065,2.9029680542009865e-13,0.17802806422114376,0.2116613149642944,0.0271641090512275,0.01726121548563242,0.25873608738183973,1.401298464324817e-45,0.014639344252645962,0.09882194167003033,0.045957332849502555,0.08744671493768687,0.07629948779940601,0.016249710833653758,2.780113229375181e-31,0.24679724052548405,0.0,0.0,0.13168398663401598,0.009780559409409731,2.970765951997724e-26
1700479426367-2-1-4-8-5,test,1700479426367,2,1,4,8,5,Sadness,0.23569509387016294,0.020787868322804565,0.39555844813585284,1.401298464324817e-45,0.04658746924251311,0.030822566803544713,0.02911105956882233,9.326903149348788e-40,0.00010908338590524165,0.0003779732884140154,0.00033252286084456525,0.7159666001796723,0.004009317304007638,0.5669615983963012,0.10854862332344051,0.11987548545002935,0.25370858609676367,0.28212635964155197,2.100770828405986e-07,0.01086404798552388,0.015605956307990651,0.02880208324640985,0.2717749208211899,0.06635919082909816,0.026538970507681326,1.8349302741101327e-41,0.18915749415755267,0.01177695095539089,0.0,0.1368143450468778,0.0004686876520281103,1.960809273892838e-36
1700479427742-2-1-4-9-2,test,1700479427742,2,1,4,9,2,Fear,0.09495266340672967,0.04366700146347277,0.04712563763605428,1.401298464324817e-45,0.03601320805028073,0.02529595109641851,0.026488937251269763,1.401298464324817e-45,0.17018200382590293,0.024370215088128977,0.1355080790817737,0.0350523136556148,0.14374123886227602,0.05214607194066045,0.005394212283223416,0.27221795618534084,2.0108678410959598e-10,1.324274967028778e-12,6.039406713446996e-14,0.9702993392944336,0.0839882013387978,0.017194231506437015,0.1483455285429955,0.005541308547651962,3.7855565722111376e-07,1.401298464324817e-45,0.22811627388000488,0.0,0.0,0.10052846148610112,0.005529776029288761,5.736915912945804e-43
1700479432977-2-1-4-12-1,test,1700479432977,2,1,4,12,1,Disgust,0.26187985241413114,0.22354580760002135,0.001059961483406346,0.0012784181599271999,0.43083220571279524,0.1835482971742749,0.09434046298265453,0.000240464688434362,0.30245562493801115,0.7133118271827699,0.2569179072976112,0.2963102161884308,0.45006052255630513,0.050116307474672786,0.0022587665647733667,0.17195043936371807,2.629358411794931e-06,0.0024993853643535957,0.00017311800911606296,0.45556682646274566,0.166005327925086,0.0029845229000784,0.5242396175861359,0.009116219874704219,0.0019065516687987792,1.401298464324817e-45,0.09067986533045765,0.03828814402222633,0.0,0.0030355279741343,0.010149026941507992,0.014997632056474676
