true_label,classification_result,fea_name,raw_mean
Surprise,Correct,LipFunnelerRT,0.03588070735249425
Anger,Correct,LipPressorL,0.005985838529154572
Disgust,Correct,LipPressorL,0.031562308998649986
Fear,Correct,LipPressorL,0.00012491519230769605
Happiness,Correct,LipPressorL,4.03138603289666e-05
Neutral,Correct,LipPressorL,2.509907734284223e-05
Sadness,Correct,LipPressorL,0.004360145372096087
Surprise,Correct,LipPressorL,0.0030605409863487323
Anger,Correct,LipPressorR,0.0061809846040379824
Disgust,Correct,LipPressorR,0.03168112404604156
Fear,Correct,LipPressorR,8.971170702381158e-05
Happiness,Correct,LipPressorR,0.0011243130255077498
Neutral,Correct,LipPressorR,1.8587062160146683e-05
Sadness,Correct,LipPressorR,0.0020603697240320867
Surprise,Correct,LipPressorR,0.0031412360459675062
Anger,Correct,LipPuckerL,0.15151135799281584
Disgust,Correct,LipPuckerL,0.06278937533131
Fear,Correct,LipPuckerL,0.004395021893843386
Happiness,Correct,LipPuckerL,0.0029963414613328725
Neutral,Correct,LipPuckerL,0.0009967337707185663
Sadness,Correct,LipPuckerL,0.053674745872767306
Surprise,Correct,LipPuckerL,0.09767367040516023
Anger,Correct,LipPuckerR,0.147450196358841
Disgust,Correct,LipPuckerR,0.060360190886200975
Fear,Correct,LipPuckerR,0.003681540782712955
Happiness,Correct,LipPuckerR,0.0023661021756901687
Neutral,Correct,LipPuckerR,0.0012040719424197797
Sadness,Correct,LipPuckerR,0.05889572082351654
Surprise,Correct,LipPuckerR,0.09927152728146238
Anger,Correct,LipStretcherL,0.012035460250428861
Disgust,Correct,LipStretcherL,0.12761503985444464
Fear,Correct,LipStretcherL,0.07570919566701599
Happiness,Correct,LipStretcherL,0.1267818891165058
Neutral,Correct,LipStretcherL,0.0053490539929888494
Sadness,Correct,LipStretcherL,0.06729650323546196
Surprise,Correct,LipStretcherL,0.008402702834761269
Anger,Correct,LipStretcherR,0.010600098734694724
Disgust,Correct,LipStretcherR,0.13010947703013587
Fear,Correct,LipStretcherR,0.08317420189712081
Happiness,Correct,LipStretcherR,0.13289521676764468
Neutral,Correct,LipStretcherR,0.005608626375382503
Sadness,Correct,LipStretcherR,0.07040037414043022
Surprise,Correct,LipStretcherR,0.01148535457811702
Anger,Correct,LipSuckLB,0.1606331951345418
Disgust,Correct,LipSuckLB,0.13452331534001324
Fear,Correct,LipSuckLB,0.04769871249479792
Happiness,Correct,LipSuckLB,0.24228272989299138
Neutral,Correct,LipSuckLB,0.056837883048597465
Sadness,Correct,LipSuckLB,0.04327351366689477
Surprise,Correct,LipSuckLB,0.03739587551320061
Anger,Correct,LipSuckLT,0.050352074285727876
Disgust,Correct,LipSuckLT,0.06338200687801379
Fear,Correct,LipSuckLT,0.019092840778349704
Happiness,Correct,LipSuckLT,0.1359407163446484
Neutral,Correct,LipSuckLT,0.015903217366154222
Sadness,Correct,LipSuckLT,0.027643671063074995
Surprise,Correct,LipSuckLT,0.017769198944672323
Anger,Correct,LipSuckRB,0.1478385310068903
Disgust,Correct,LipSuckRB,0.12070919380690731
Fear,Correct,LipSuckRB,0.03586009659282282
Happiness,Correct,LipSuckRB,0.19223415828366416
Neutral,Correct,LipSuckRB,0.04609924065906966
Sadness,Correct,LipSuckRB,0.0411902470842095
Surprise,Correct,LipSuckRB,0.02860277360263783
Anger,Correct,LipSuckRT,0.042459216713595725
Disgust,Correct,LipSuckRT,0.05427878278109598
Fear,Correct,LipSuckRT,0.014187538284342653
Happiness,Correct,LipSuckRT,0.12713040964365813
Neutral,Correct,LipSuckRT,0.012178996370447734
Sadness,Correct,LipSuckRT,0.018741810193957622
Surprise,Correct,LipSuckRT,0.014343575808987673
Anger,Correct,LipTightenerL,0.1291609308118089
Disgust,Correct,LipTightenerL,0.011721147716552567
Fear,Correct,LipTightenerL,0.001459683769634523
Happiness,Correct,LipTightenerL,0.0009832878754531481
Neutral,Correct,LipTightenerL,0.0006741358081783553
Sadness,Correct,LipTightenerL,0.07560637378927323
Surprise,Correct,LipTightenerL,0.03220499076979945
Anger,Correct,LipTightenerR,0.1271950633418229
Disgust,Correct,LipTightenerR,0.011153074078997152
Fear,Correct,LipTightenerR,0.0013900056474823051
Happiness,Correct,LipTightenerR,0.0010172310635292864
Neutral,Correct,LipTightenerR,0.0005839125274463002
Sadness,Correct,LipTightenerR,0.07310564760253578
Surprise,Correct,LipTightenerR,0.024241986811382565
Anger,Correct,LipsToward,0.035907496776659734
Disgust,Correct,LipsToward,0.04680573563660594
Fear,Correct,LipsToward,0.038812652943986385
Happiness,Correct,LipsToward,0.032669016816944466
Neutral,Correct,LipsToward,0.017542466621613243
Sadness,Correct,LipsToward,0.019841113846659143
Surprise,Correct,LipsToward,0.07971810094615345
Anger,Correct,LowerLipDepressorL,0.006213143776942352
Disgust,Correct,LowerLipDepressorL,0.10522865089944437
Fear,Correct,LowerLipDepressorL,0.0519380741114612
Happiness,Correct,LowerLipDepressorL,0.16700282337968814
Neutral,Correct,LowerLipDepressorL,0.00440798784713312
Sadness,Correct,LowerLipDepressorL,0.01864573166193959
Surprise,Correct,LowerLipDepressorL,0.014476709756445567
Anger,Correct,LowerLipDepressorR,0.005778283833081688
Disgust,Correct,LowerLipDepressorR,0.10466178877813245
Fear,Correct,LowerLipDepressorR,0.052353915122687174
Happiness,Correct,LowerLipDepressorR,0.16134597243128176
Neutral,Correct,LowerLipDepressorR,0.003992704038953218
Sadness,Correct,LowerLipDepressorR,0.016442194016462703
Surprise,Correct,LowerLipDepressorR,0.015452531721019121
Anger,Correct,MouthLeft,0.009699918147822544
Disgust,Correct,MouthLeft,0.015137183651866995
Fear,Correct,MouthLeft,0.0014323435632085447
Happiness,Correct,MouthLeft,0.00715963852343254
Neutral,Correct,MouthLeft,0.0018138072467764517
Sadness,Correct,MouthLeft,0.002771360203097787
Surprise,Correct,MouthLeft,0.0017829196710026816
Anger,Correct,MouthRight,0.002771830203999821
Disgust,Correct,MouthRight,0.009346187553881509
Fear,Correct,MouthRight,0.0009256617942857395
Happiness,Correct,MouthRight,0.0022894262370890713
Neutral,Correct,MouthRight,0.00031289885143746777
Sadness,Correct,MouthRight,0.00016100728946145447
Surprise,Correct,MouthRight,0.0042996872470928
Anger,Correct,NoseWrinklerL,0.11117312634056198
Disgust,Correct,NoseWrinklerL,0.38990757741705734
Fear,Correct,NoseWrinklerL,0.004686492965945049
Happiness,Correct,NoseWrinklerL,0.009612272926248082
Neutral,Correct,NoseWrinklerL,0.0018905956750934526
Sadness,Correct,NoseWrinklerL,0.02033747524846067
Surprise,Correct,NoseWrinklerL,0.0030686320296520663
Anger,Correct,NoseWrinklerR,0.11076392223282175
Disgust,Correct,NoseWrinklerR,0.39499705904284066
Fear,Correct,NoseWrinklerR,0.003268239147956739
Happiness,Correct,NoseWrinklerR,0.0033470549814865686
Neutral,Correct,NoseWrinklerR,0.0008072560858445335
Sadness,Correct,NoseWrinklerR,0.023684971170157925
Surprise,Correct,NoseWrinklerR,0.0030088895929937754
Anger,Correct,OuterBrowRaiserL,0.023513137252867366
Disgust,Correct,OuterBrowRaiserL,0.039968369491745544
Fear,Correct,OuterBrowRaiserL,0.2503124271250901
Happiness,Correct,OuterBrowRaiserL,0.05000696982895631
Neutral,Correct,OuterBrowRaiserL,0.019147139891075072
Sadness,Correct,OuterBrowRaiserL,0.029000876066434058
Surprise,Correct,OuterBrowRaiserL,0.3122887534152319
Anger,Correct,OuterBrowRaiserR,0.024423266355036853
Disgust,Correct,OuterBrowRaiserR,0.048689990314975215
Fear,Correct,OuterBrowRaiserR,0.260883637971358
Happiness,Correct,OuterBrowRaiserR,0.053431532230427424
Neutral,Correct,OuterBrowRaiserR,0.02139589785807346
Sadness,Correct,OuterBrowRaiserR,0.03773414149746184
Surprise,Correct,OuterBrowRaiserR,0.32272752546503963
Anger,Correct,UpperLidRaiserL,0.1031588879581543
Disgust,Correct,UpperLidRaiserL,0.104090507864382
Fear,Correct,UpperLidRaiserL,0.298301458031693
Happiness,Correct,UpperLidRaiserL,0.034327000879855976
Neutral,Correct,UpperLidRaiserL,0.05304413085011197
Sadness,Correct,UpperLidRaiserL,0.05462729580510675
Surprise,Correct,UpperLidRaiserL,0.2696889446739539
Anger,Correct,UpperLidRaiserR,0.12754064196102438
Disgust,Correct,UpperLidRaiserR,0.11682971680702113
Fear,Correct,UpperLidRaiserR,0.39541919596230585
Happiness,Correct,UpperLidRaiserR,0.08343510837128955
Neutral,Correct,UpperLidRaiserR,0.08556303404680178
Sadness,Correct,UpperLidRaiserR,0.09181371234617997
Surprise,Correct,UpperLidRaiserR,0.35328953612882513
Anger,Correct,UpperLipRaiserL,0.15344132144131523
Disgust,Correct,UpperLipRaiserL,0.34382511416588035
Fear,Correct,UpperLipRaiserL,0.09505058301952465
Happiness,Correct,UpperLipRaiserL,0.29253935144270415
Neutral,Correct,UpperLipRaiserL,0.023580652406320485
Sadness,Correct,UpperLipRaiserL,0.03494419657169139
Surprise,Correct,UpperLipRaiserL,0.04239173153721377
Anger,Correct,UpperLipRaiserR,0.1627081619386747
Disgust,Correct,UpperLipRaiserR,0.36387214341973323
Fear,Correct,UpperLipRaiserR,0.10164539394867593
Happiness,Correct,UpperLipRaiserR,0.2854030334491823
Neutral,Correct,UpperLipRaiserR,0.0231710470974498
Sadness,Correct,UpperLipRaiserR,0.03980219012160135
Surprise,Correct,UpperLipRaiserR,0.042984824524573605
Anger,Incorrect,BrowLowererL,0.2625979010782545
Disgust,Incorrect,BrowLowererL,0.11534647948408527
Fear,Incorrect,BrowLowererL,0.1033714964673681
Happiness,Incorrect,BrowLowererL,
Neutral,Incorrect,BrowLowererL,0.008507361858101947
Sadness,Incorrect,BrowLowererL,0.46345480816537926
Surprise,Incorrect,BrowLowererL,0.2114011741553743
Anger,Incorrect,BrowLowererR,0.25648681495095804
Disgust,Incorrect,BrowLowererR,0.09411912491970333
Fear,Incorrect,BrowLowererR,0.09012375366142217
Happiness,Incorrect,BrowLowererR,
Neutral,Incorrect,BrowLowererR,0.06898800175016122
Sadness,Incorrect,BrowLowererR,0.4603471109470571
Surprise,Incorrect,BrowLowererR,0.16991262806865656
Anger,Incorrect,CheekPuffL,0.0008334422247216393
Disgust,Incorrect,CheekPuffL,0.004028533014159048
Fear,Incorrect,CheekPuffL,0.00027464778987484407
Happiness,Incorrect,CheekPuffL,
Neutral,Incorrect,CheekPuffL,8.965976078332406e-05
Sadness,Incorrect,CheekPuffL,0.0045079395899645415
Surprise,Incorrect,CheekPuffL,0.020857196285856555
Anger,Incorrect,CheekPuffR,0.0009657081503256318
Disgust,Incorrect,CheekPuffR,0.004285152666262967
Fear,Incorrect,CheekPuffR,0.00022072523024877985
Happiness,Incorrect,CheekPuffR,
Neutral,Incorrect,CheekPuffR,8.967871891147396e-05
Sadness,Incorrect,CheekPuffR,0.0013632801991091397
Surprise,Incorrect,CheekPuffR,0.028471036913803448
Anger,Incorrect,CheekRaiserL,0.2901968898387437
Disgust,Incorrect,CheekRaiserL,0.277821283453086
Fear,Incorrect,CheekRaiserL,0.14166901977797414
Happiness,Incorrect,CheekRaiserL,
Neutral,Incorrect,CheekRaiserL,0.15247355943752658
Sadness,Incorrect,CheekRaiserL,0.40559051067127116
Surprise,Incorrect,CheekRaiserL,0.19527388159185646
Anger,Incorrect,CheekRaiserR,0.2639767233660116
Disgust,Incorrect,CheekRaiserR,0.25233527524813304
Fear,Incorrect,CheekRaiserR,0.1317407165020937
Happiness,Incorrect,CheekRaiserR,
Neutral,Incorrect,CheekRaiserR,0.10321290441271326
Sadness,Incorrect,CheekRaiserR,0.39783231297357213
Surprise,Incorrect,CheekRaiserR,0.17555385070542492
Anger,Incorrect,CheekSuckL,3.812657532100847e-10
Disgust,Incorrect,CheekSuckL,5.50591673951801e-05
Fear,Incorrect,CheekSuckL,1.4395893237260442e-11
Happiness,Incorrect,CheekSuckL,
Neutral,Incorrect,CheekSuckL,4.812814552800853e-08
Sadness,Incorrect,CheekSuckL,1.650738696031622e-22
Surprise,Incorrect,CheekSuckL,1.401298464324817e-45
Anger,Incorrect,CheekSuckR,1.4508648355242088e-09
Disgust,Incorrect,CheekSuckR,5.607333078100216e-21
Fear,Incorrect,CheekSuckR,9.254157706887383e-10
Happiness,Incorrect,CheekSuckR,
Neutral,Incorrect,CheekSuckR,2.9027263612722842e-08
Sadness,Incorrect,CheekSuckR,9.017020112882482e-22
Surprise,Incorrect,CheekSuckR,1.401298464324817e-45
Anger,Incorrect,ChinRaiserB,0.17177650850311618
Disgust,Incorrect,ChinRaiserB,0.06826635891048217
Fear,Incorrect,ChinRaiserB,0.006816689937172361
Happiness,Incorrect,ChinRaiserB,
Neutral,Incorrect,ChinRaiserB,0.001954991182556997
Sadness,Incorrect,ChinRaiserB,0.3662256075554117
Surprise,Incorrect,ChinRaiserB,0.025095495948756128
Anger,Incorrect,ChinRaiserT,0.23965836946702085
Disgust,Incorrect,ChinRaiserT,0.11120199477467123
Fear,Incorrect,ChinRaiserT,0.05947224533792497
Happiness,Incorrect,ChinRaiserT,
Neutral,Incorrect,ChinRaiserT,0.007147438897226389
Sadness,Incorrect,ChinRaiserT,0.3442431216949496
Surprise,Incorrect,ChinRaiserT,0.04862288496345471
Anger,Incorrect,DimplerL,0.09201933585825382
Disgust,Incorrect,DimplerL,0.13008584452832353
Fear,Incorrect,DimplerL,0.11717044984387866
Happiness,Incorrect,DimplerL,
Neutral,Incorrect,DimplerL,0.010027548566819677
Sadness,Incorrect,DimplerL,8.637034730971214e-08
