pair,subset,feature,mean,sd,q25,median,q75,n
Anger__Disgust,Anger → Disgust,CheekSuckR,1.626513328735012e-09,7.800483895035676e-09,0.0,1.401298464324817e-45,1.401298464324817e-45,23
Anger__Disgust,Anger → Disgust,ChinRaiserB,0.19250618540560605,0.2680811949819255,0.0012970591616401706,0.03452727745092707,0.31725646069375424,23
Anger__Disgust,Anger → Disgust,ChinRaiserT,0.2658926444436703,0.2426119533086835,0.08381568822568466,0.20076954793184992,0.3395194342623654,23
Anger__Disgust,Anger → Disgust,DimplerL,0.09715619394886339,0.11084600330234627,0.007783617395614287,0.06003264517833785,0.13953329319023194,23
Anger__Disgust,Anger → Disgust,DimplerR,0.09889272500497735,0.10800347273342235,0.012247489520950647,0.04976668607754009,0.14206682529008102,23
Anger__Disgust,Anger → Disgust,EyesClosedL,0.13568968037961704,0.15166885551830547,0.04218208423505223,0.07818523617461318,0.14884366073335206,23
Anger__Disgust,Anger → Disgust,EyesClosedR,0.1309384568190877,0.13433591935026729,0.029868394633134183,0.08509669452905651,0.16643009899804986,23
Anger__Disgust,Anger → Disgust,EyesLookDownL,0.05142596116109701,0.06739683308050913,0.006868549063945432,0.015367208917935684,0.06987653869698342,23
Anger__Disgust,Anger → Disgust,EyesLookDownR,0.06185149809914324,0.07597623442267633,0.003500925345967212,0.036018849660952874,0.07751572498430806,23
Anger__Disgust,Anger → Disgust,EyesLookLeftL,0.03429501284039545,0.06712475386832005,0.0,0.00151641260211666,0.027404328874157103,23
Anger__Disgust,Anger → Disgust,EyesLookLeftR,0.0711341181303673,0.09048749524876831,0.011441482184454772,0.035932466574013194,0.09348022105017051,23
Anger__Disgust,Anger → Disgust,EyesLookRightL,0.10693843357376348,0.10931285533787201,0.031164594274014225,0.06570326449970401,0.16843460388481615,23
Anger__Disgust,Anger → Disgust,EyesLookRightR,0.05765120674521944,0.08633357753541282,0.0032815751852467616,0.009316568076610559,0.08964019678533074,23
Anger__Disgust,Anger → Disgust,EyesLookUpL,0.08701740182426664,0.10724602040050937,0.01615697137701013,0.0487387937493622,0.1189865752123296,23
Anger__Disgust,Anger → Disgust,EyesLookUpR,0.08709329709805466,0.10768413696633218,0.01606589183211326,0.048875636545320324,0.1189681263019641,23
Anger__Disgust,Anger → Disgust,InnerBrowRaiserL,0.024675507163675413,0.020090860349291733,0.0074438016398743895,0.023700296172561704,0.03762327785758918,23
Anger__Disgust,Anger → Disgust,InnerBrowRaiserR,0.0210078852361868,0.019090215686102027,0.0020952102023935547,0.015366075149116363,0.03484986489444655,23
Anger__Disgust,Anger → Disgust,JawDrop,0.12994700599964082,0.13143059754074188,0.022194814035395853,0.0443942232031986,0.24266864626357948,23
