reenactment_id,participant_id,true_label,fea_pred,BrowLowererL,BrowLowererR,CheekPuffL,CheekPuffR,CheekRaiserL,CheekRaiserR,CheekSuckL,CheekSuckR,ChinRaiserB,ChinRaiserT,DimplerL,DimplerR,EyesClosedL,EyesClosedR,EyesLookDownL,EyesLookDownR,EyesLookLeftL,EyesLookLeftR,EyesLookRightL,EyesLookRightR,EyesLookUpL,EyesLookUpR,InnerBrowRaiserL,InnerBrowRaiserR,JawDrop,JawSidewaysLeft,JawSidewaysRight,JawThrust,LidTightenerL,LidTightenerR,LipCornerDepressorL,LipCornerDepressorR,LipCornerPullerL,LipCornerPullerR,LipFunnelerLB,LipFunnelerLT,LipFunnelerRB,LipFunnelerRT,LipPressorL,LipPressorR,LipPuckerL,LipPuckerR,LipStretcherL,LipStretcherR,LipSuckLB,LipSuckLT,LipSuckRB,LipSuckRT,LipTightenerL,LipTightenerR,LipsToward,LowerLipDepressorL,LowerLipDepressorR,MouthLeft,MouthRight,NoseWrinklerL,NoseWrinklerR,OuterBrowRaiserL,OuterBrowRaiserR,UpperLidRaiserL,UpperLidRaiserR,UpperLipRaiserL,UpperLipRaiserR,pair
1700578045766-2-10-4-22-0,10,Anger,Disgust,0.08986854443210172,0.11755376770027696,4.773940451206844e-15,3.3803229227863994e-15,0.12511359353860216,0.10129466963311032,0.0,0.0,0.00040614226988205666,0.019990075170949678,0.06003264517833785,0.04976668607754009,0.012212133004019647,0.0023698005414037244,0.004556532235195237,0.0004678905309450076,0.17130133062601086,0.25697435885667796,0.0,0.0,0.13095398539056377,0.1296178927645087,0.031062033370835667,0.03613763396084924,0.01037044437379485,0.0009127565349261689,0.001207847287890385,0.0022008274356558315,0.0737100364938231,0.04432265697602325,0.009714365711503536,0.0066602757418877,0.020148136598678874,0.012131386879385244,2.491508669569525e-43,2.2903913014856178e-17,2.2901887901948594e-43,2.0563595946560127e-17,1.401298464324817e-45,1.401298464324817e-45,5.704595166093787e-16,6.466825929150269e-16,0.05270093932356405,0.05578511809649567,0.04649838929375008,0.016572030197949998,0.033900812081992575,0.011314059045816756,2.7405746868477318e-15,2.433582347981156e-16,0.008795408749331973,0.16181803071821368,0.16306895721318454,0.0022009830145808982,5.606995674890667e-38,0.05168499046315748,0.0401696045572559,0.055817852213901106,0.04501447527048484,0.4590799720012607,0.48109049257958153,0.09246977353496577,0.08748496952219584,Anger__Disgust
1700583805997-2-13-1-3-0,13,Anger,Disgust,0.33134409111614027,0.3318969496525824,1.7008962637751494e-22,1.2361018719160386e-22,0.386972047885259,0.3444971268375714,0.0,0.0,0.3491125464441212,0.36148965898901225,0.002895295571276805,0.0036732585861757616,0.07818523617461318,0.015168592203362058,0.0,0.0,0.0,0.0,0.1947696924209594,0.10742227062582965,0.3827874749898911,0.38505421628554654,0.00016939218308077155,1.2541511794476417e-05,0.021542851685524025,0.009682241089488933,0.010013408109948439,0.009414027751578596,0.5026510626077652,0.6358874450127284,0.08222564946239189,0.08920463540410609,0.018261357210576493,0.013280109378198731,0.0,0.00242399637405751,0.0,1.0447108566279757e-23,0.019240735843777612,0.018491687222073432,0.12100323007131612,0.11815589483206466,0.0021063523163168596,0.006000048072261605,0.2070143508414427,0.18899728755156195,0.19370676614344118,0.16863534549872078,0.008023367510274165,0.006161405064631203,0.04487936670581495,2.7014295047767806e-05,2.6973655330008592e-05,0.02032248117029662,0.006512291620437251,0.7274208266288043,0.7147528989750592,0.017945595260243807,0.024969556423214526,0.40197784105936685,0.6231080949306488,0.3761984631419182,0.405758165816466,Anger__Disgust
1700584214184-2-13-4-7-0,13,Anger,Disgust,0.15663832585269116,0.14693746637106714,0.0010813868895638667,5.082042430618004e-44,0.20790961924940346,0.15246570029606418,1.401298464324817e-45,1.401298464324817e-45,0.09117662083978452,0.14884269245294107,0.042309771197262834,0.04368936435636039,0.07009831593652173,0.006308930748400707,0.00647327378392219,0.0014975512400269466,0.0237985157795871,0.10861088161667183,0.0013985244790092031,0.0,0.0860812381530801,0.08584409113973376,0.00021298473493513683,0.0007032988591162948,0.022846776385267678,0.00583853554768056,0.0014084446816079543,0.005687280802000755,0.228298463626796,0.34534477796405555,0.021069921192853707,0.013189820795241718,0.014878427873675982,0.014024025200766685,1.401298464324817e-45,0.0009564857762282063,9.547513536933088e-44,8.178912036775849e-44,0.0016273372651388032,0.00139138457986215,0.013560920053472087,0.01038388307982432,0.002180078002235531,0.006850531282585325,0.11058087709049379,0.14964843566219008,0.10102385353917874,0.12540087737143038,0.003070640705603473,0.0036285081393240366,0.021187190013006285,3.1404053668622196e-11,0.0003208930606124552,0.011829278640288944,0.0011420301899003366,0.4443592121526005,0.43174043198426565,0.00119480272114737,0.0021800925145119233,0.07295447563131646,0.25331313163042063,0.3438725053584373,0.35095693642894427,Anger__Disgust
1700747144334-2-15-1-0-0,15,Anger,Disgust,0.250536980231603,0.24547496105854708,2.3962203739954374e-44,7.99207224153254e-44,0.3048510693013668,0.2820127884546915,1.401298464324817e-45,1.401298464324817e-45,0.07061158642172811,0.08485875204205512,0.0009589804086620543,0.0012745132683145493,0.055313551596676294,0.14305031821131703,0.07084863505383128,0.08909614247580366,0.10794247637192406,0.1771013850967089,0.027022523184617352,0.010157447059949233,0.026205732176701222,0.02602651851872603,0.012347454470970317,0.0008984024532764717,0.04418968760098015,0.00221077096648513,0.004503093070040127,0.00010125882361967425,0.37971066795289515,0.32543765302737787,0.019790768592307925,0.007752140965021634,0.009713271446526032,0.008574777779479799,1.401298464324817e-45,0.0033686886231104334,1.401298464324817e-45,5.798608350767448e-29,0.00819205955291786,0.008423048164695487,0.0757134603957335,0.07581281438469886,0.0012745132683145493,0.003255013918896966,0.04877289386549815,0.013167971760655392,0.04175374648211797,0.008781572260731276,0.014999119192361814,0.01240184456109999,0.03633667544151341,5.763507163524783e-09,0.0010412221472203148,0.0058817866879204705,0.0004781901525954367,0.2376092828810215,0.24217434426148732,0.00059717549423411,0.00032709657328567195,0.0016949244607575291,0.001808768110323156,0.06034840838983653,0.06093249802167214,Anger__Disgust
1700747153913-2-15-1-4-0,15,Anger,Disgust,0.08562958641084771,0.08760507624814785,3.615542972790209e-06,1.5500989385639856e-07,0.13196623921394343,0.12737563426295914,1.401298464324817e-45,1.401298464324817e-45,0.03452727745092707,0.040673244000292895,0.01176575901597513,0.011950412416172148,0.030119455607793878,0.07435765569486395,0.007263824343968674,0.005504299451907477,0.2673445738852024,0.34894932980338733,0.007495145003000894,0.0046380549669265735,0.018479507509618968,0.018289706607659644,1.015790192191816e-08,6.43267497848674e-12,0.035666994253794305,0.0011539880356053545,0.0012496572239265621,0.011443983891028086,0.26971042553583774,0.3795560926198959,0.01297026334019994,0.0029907140110670433,0.008241302323559291,0.0066490113665567925,1.524407205410633e-41,0.0011501509407501429,1.6785827334505308e-41,1.762515752186903e-37,0.004118341440842475,0.004118329752591036,0.02072253733202734,0.02019613924715565,0.006138563622759297,0.004922878475432844,0.06521000840390717,0.11898852984886613,0.04690343403878306,0.0999355720802365,0.002605408908344609,0.0018350171573335427,0.02468048175796861,0.03089106058420532,0.01624024465054387,0.002386852448033468,0.0005176733185354431,0.0847906609386618,0.08262501359221242,4.3315630896644464e-12,3.45025450293468e-09,0.02982857865717956,0.02477553031979667,0.03491647563434217,0.03617401451040449,Anger__Disgust
1700747349900-2-15-3-2-0,15,Anger,Disgust,0.47320740421613056,0.4623571495215098,7.217208374301536e-40,0.00031295662552760864,0.49928543319304786,0.46524407441417376,1.401298464324817e-45,1.401298464324817e-45,0.2854003749433872,0.3175492095357185,0.019634538350752906,0.021774781837060143,0.03735439752538996,0.1803054321557283,0.11610985212028023,0.16490935857097305,0.0,0.03369893264025447,0.11037711766936502,0.05779373720288274,0.00508300587534904,0.005104083816210427,0.06081946287304158,0.028338152376818422,0.018994831138600846,0.005344204170008473,0.011374467747403545,0.001866612441362242,0.6280825058619182,0.501849482456843,0.025530380755662888,0.012905846660335916,0.041079898737797965,0.041723832211119485,1.401298464324817e-45,0.005607907483560335,1.401298464324817e-45,0.003092010850336136,0.05765116624534127,0.05765116624534127,0.21763290465701168,0.2157653073518221,0.012031645890601749,0.014785329330091614,0.19457299060498673,0.07783490546134993,0.1766108795673062,0.05908984736603691,0.03667440749704835,0.031075744206706654,0.035691582566748016,0.05820297890205177,0.05644095999756091,0.014212467583517635,0.0059969245766599765,0.4501612233845511,0.43771297962715267,0.009661515718713978,1.708054116475339e-10,1.899132384661137e-30,0.0008418602708236863,0.2484512442912726,0.2639830146650032,Anger__Disgust
1700747538056-2-15-4-14-0,15,Anger,Disgust,0.5796518096079429,0.5416442113618056,0.012461994487481757,0.013665077400704183,0.664400993535916,0.6172142416238785,1.401298464324817e-45,1.401298464324817e-45,0.49901498100492364,0.48377655523812185,0.017604831269712393,0.030601595155894716,0.06093514114618297,0.15255476584037142,0.2003161404304184,0.22548625518878299,0.031010141968727107,0.0453012983004252,0.1760663459698359,0.10457928753457961,0.0,0.0,0.038030417837823384,0.011576061544474174,0.008283145597336717,0.014818342495709633,0.02420611256972898,0.0006658475378647527,0.5773051848014196,0.6045909961064656,0.06994763407856222,0.06171901502336062,0.16396669944127398,0.1871639380852381,1.401298464324817e-45,0.04071192508563397,1.401298464324817e-45,0.03279807809740301,0.04241335554979738,0.043605305642510424,0.21876848459228498,0.21324278956349188,0.03653883859515183,0.054091608213881606,0.21789471482237177,0.0912588151792685,0.18675787299871438,0.07101681722948944,0.05349869293471175,0.043761269003152824,0.043793506734073125,0.0013838454312114655,0.0013781953181599067,0.015554009484670372,0.009783301393811937,0.3617921782036622,0.3453412137925625,0.0002789557541139442,6.188815633360415e-06,7.583933112791559e-07,3.460475313116681e-08,0.3350609085833033,0.38556042506049076,Anger__Disgust
1701094438118-2-27-1-0-0,27,Anger,Disgust,0.18042490505613384,0.15417618074764805,0.00156290299491956,0.001975056303895255,0.35478500574827193,0.2770813673734665,1.401298464324817e-45,0.0,0.17298915602927303,0.20076954793184992,0.003102867741290489,0.003098400824092044,0.17444194909185168,0.13978795935981905,0.007758310437202446,0.02455607478817303,0.0,0.035932466574013194,0.054028961279739884,0.00345755806192755,0.14887747863928474,0.14892661174138383,0.06618442877273381,0.04864767361044258,0.1136714197384814,0.005003020926737022,0.007515828002942684,0.16993554079472478,0.3368888153418226,0.26537360648314157,0.01408525543908273,0.005326564440257408,0.01816142781948048,0.02031010687351221,1.401298464324817e-45,0.0036715647598388255,1.401298464324817e-45,0.0016039126292642272,0.04403235067923863,0.04442350234215458,0.10057430577124454,0.09689213050784767,0.0037619108230464143,0.0021285454579457333,0.12558445044866404,0.021252069802451697,0.11948429947394065,0.017436256635755987,0.021445819290102953,0.017164942848981835,0.03660566136240954,0.06504454454477862,0.05635600078669915,0.005603805652597715,0.00418144247184196,0.14428687980398533,0.13478651692886764,0.044797820248641027,0.033552148864449266,0.05046001580544781,0.025547917148279906,0.138498039295276,0.1705054722726345,Anger__Disgust
1701094445452-2-27-1-3-0,27,Anger,Disgust,0.291486918212225,0.2493170091261466,0.0026715077304591633,0.0035000182998676964,0.42200894504785535,0.3471875791748365,1.401298464324817e-45,0.0,0.2812206466992929,0.29459274442245564,5.970413695591672e-05,0.0019844797553862843,0.2716863261555166,0.1920589651163027,0.014928301858405253,0.053455210477113706,0.010719350880632762,0.06792498885964351,0.035306665363411094,0.006146828415027496,0.10497812132040658,0.10477047761281329,0.04069575710843002,0.033562095828043856,0.051805925660145365,0.005261788714901153,0.008144746304577642,0.10115055806175706,0.24988777854790287,0.20150524027024702,0.01854001910736159,0.009367241431128017,0.02462244530518846,0.028620002884417742,4.762204861525859e-24,0.004293794557545607,6.370031712824652e-24,0.0035000182378712723,0.06331641611953574,0.06331641611953574,0.15725412157690724,0.1516434157888095,0.006234990991051339,0.0035478669880281404,0.20415217428855983,0.04859285384285586,0.19542756676698814,0.03522701546965918,0.03158285493652285,0.024743462726476675,0.03850114441787199,0.08539923717311507,0.07393615379956994,0.00824323423852279,0.005963081215760876,0.26259910849233464,0.25241200783567774,0.02304595691384743,0.019500773776477784,0.027513413619704795,0.003055375061922875,0.20441583134233948,0.24192476620276765,Anger__Disgust
1701094448444-2-27-1-4-0,27,Anger,Disgust,0.3948171665086799,0.35452086059837407,0.0013013309168976677,0.0005643736038439406,0.5528890818357468,0.47791884938875834,1.401298464324817e-45,0.0,0.3806139975741697,0.41115415121118226,0.013086736268503731,0.019733542214500837,0.4322722661929826,0.32289760947654333,0.01615896436075367,0.06593530749281246,0.05190527463952698,0.10576748002010082,0.03576377729574838,0.0032527989397446297,0.11772131919860838,0.11706508994102477,0.00869069466716605,0.008170569936434377,0.03520591500661486,0.006020308852991215,0.009925696183927312,0.09035529705710488,0.17081873936694383,0.21105073168873784,0.012294880176583896,0.005453970561706445,0.12946916520595547,0.14430544848243393,1.0322369505511746e-37,0.004367069618124423,1.3807436859566842e-37,1.7078248441698975e-10,0.11644452412923176,0.1172380228837331,0.22543688534448544,0.21561847041981916,0.027194314969051357,0.03136415653574173,0.334354960002626,0.06716671029146253,0.31534978424680654,0.05285373486109767,0.008903758088220087,0.004005164373813781,0.06350026881943142,0.08173339143690726,0.06672628289379655,0.016158696248655867,0.0115301480588651,0.30745291120062274,0.29528789368462943,0.005870254270848773,0.005471021420089473,0.01598890720324747,0.0008170153371077785,0.3632015536228816,0.4290908435980479,Anger__Disgust
