pair,source,target,reference,feature,kind,n_error,n_reference,participants_error,error_mean,reference_mean,raw_delta,sd_scaled_delta,shared_participants,within_participant_delta,within_participant_positive,within_participant_negative,abs_sd_delta
Anger__Disgust,Anger,Disgust,Anger: correct,JawThrust,FEA,23,28,5,0.02714050951114228,0.02836131272361509,-0.0012208032124728097,-0.01797486214155746,3.0,-0.017665753841154395,2.0,1.0,0.01797486214155746
Anger__Disgust,Anger,Disgust,Anger: correct,LidTightenerL,FEA,23,28,5,0.27613729449832297,0.3650646685646959,-0.08892737406637291,-0.4940934656514917,3.0,-0.05277052573278731,1.0,2.0,0.4940934656514917
Anger__Disgust,Anger,Disgust,Anger: correct,LidTightenerR,FEA,23,28,5,0.3233933910201377,0.35547475016535957,-0.032081359145221866,-0.17062303252537656,3.0,-0.023389631373374704,2.0,1.0,0.17062303252537656
Anger__Disgust,Anger,Disgust,Anger: correct,LipCornerDepressorL,FEA,23,28,5,0.06336427841462132,0.044288359102527534,0.019075919312093785,0.11451299546414054,3.0,-0.019085418208203826,2.0,1.0,0.11451299546414054
Anger__Disgust,Anger,Disgust,Anger: correct,LipCornerDepressorR,FEA,23,28,5,0.05463152377630105,0.03778279821891768,0.01684872555738337,0.10426795207617753,3.0,-0.01916453920929398,2.0,1.0,0.10426795207617753
Anger__Disgust,Anger,Disgust,Anger: correct,LipCornerPullerL,FEA,23,28,5,0.06441717310421458,0.050135219449108405,0.01428195365510617,0.0632716320048841,3.0,-0.01921289097639023,1.0,2.0,0.0632716320048841
Anger__Disgust,Anger,Disgust,Anger: correct,LipCornerPullerR,FEA,23,28,5,0.06532850133901177,0.051367726695978035,0.01396077464303374,0.060467789722584125,3.0,-0.022187721004857736,1.0,2.0,0.060467789722584125
Anger__Disgust,Anger,Disgust,Anger: correct,LipFunnelerLB,FEA,23,28,5,3.3818010420793026e-08,0.0008805019998637755,-0.0008804681818533548,-0.01756504436044402,3.0,4.336845568348668e-19,1.0,2.0,0.01756504436044402
Anger__Disgust,Anger,Disgust,Anger: correct,LipFunnelerLT,FEA,23,28,5,0.003889190751584971,0.01971393557928808,-0.01582474482770311,-0.3911913446076857,3.0,0.0024395855723807498,1.0,2.0,0.3911913446076857
Anger__Disgust,Anger,Disgust,Anger: correct,LipFunnelerRB,FEA,23,28,5,2.040872619643605e-07,0.0023991288303936,-0.002398924743131636,-0.048297732231861096,3.0,-0.00016568964491747482,0.0,3.0,0.048297732231861096
Anger__Disgust,Anger,Disgust,Anger: correct,LipFunnelerRT,FEA,23,28,5,0.0018318036706946696,0.017964146359028647,-0.016132342688333978,-0.3979349630085424,3.0,0.0019084448644625118,1.0,2.0,0.3979349630085424
Anger__Disgust,Anger,Disgust,Anger: correct,LipPressorL,FEA,23,28,5,0.05239293717648587,0.005985838529154572,0.046407098647331294,1.04740820998507,3.0,0.009423921454134076,2.0,1.0,1.04740820998507
Anger__Disgust,Anger,Disgust,Anger: correct,LipPressorR,FEA,23,28,5,0.05279438440557321,0.0061809846040379824,0.04661339980153523,1.044344950078413,3.0,0.009577420628465984,2.0,1.0,1.044344950078413
Anger__Disgust,Anger,Disgust,Anger: correct,LipPuckerL,FEA,23,28,5,0.11853255055727964,0.15151135799281584,-0.0329788074355362,-0.30559710620502495,3.0,0.04064768692416418,2.0,1.0,0.30559710620502495
Anger__Disgust,Anger,Disgust,Anger: correct,LipPuckerR,FEA,23,28,5,0.11433546543579434,0.147450196358841,-0.03311473092304665,-0.3088655953251226,3.0,0.04283279826172038,2.0,1.0,0.3088655953251226
Anger__Disgust,Anger,Disgust,Anger: correct,LipStretcherL,FEA,23,28,5,0.08434387364244389,0.012035460250428865,0.07230841339201502,0.6705769851744229,3.0,0.0057396251100512675,1.0,2.0,0.6705769851744229
Anger__Disgust,Anger,Disgust,Anger: correct,LipStretcherR,FEA,23,28,5,0.08916471139010693,0.010600098734694722,0.0785646126554122,0.6919208325862484,3.0,0.004103485214381181,1.0,2.0,0.6919208325862484
Anger__Disgust,Anger,Disgust,Anger: correct,LipSuckLB,FEA,23,28,5,0.2283919910622288,0.1606331951345418,0.067758795927687,0.5778912198328503,3.0,-0.022224817041140137,1.0,2.0,0.5778912198328503
Anger__Disgust,Anger,Disgust,Anger: correct,LipSuckLT,FEA,23,28,5,0.0754312519008231,0.05035207428572787,0.025079177615095233,0.34643178272739866,3.0,0.016475607662269676,2.0,1.0,0.34643178272739866
Anger__Disgust,Anger,Disgust,Anger: correct,LipSuckRB,FEA,23,28,5,0.20753581349952388,0.14783853100689032,0.05969728249263356,0.5729836030444219,3.0,-0.022737884708368364,1.0,2.0,0.5729836030444219
Anger__Disgust,Anger,Disgust,Anger: correct,LipSuckRT,FEA,23,28,5,0.06531287467425616,0.042459216713595725,0.022853657960660433,0.33891405488424764,3.0,0.015842360809024684,2.0,1.0,0.33891405488424764
Anger__Disgust,Anger,Disgust,Anger: correct,LipTightenerL,FEA,23,28,5,0.012458218794432591,0.1291609308118089,-0.11670271201737631,-1.9802094573616007,3.0,0.006077471815692258,1.0,2.0,1.9802094573616007
Anger__Disgust,Anger,Disgust,Anger: correct,LipTightenerR,FEA,23,28,5,0.01029142512485242,0.12719506334182287,-0.11690363821697045,-2.0635523655085595,3.0,0.00447726375958432,1.0,2.0,2.0635523655085595
Anger__Disgust,Anger,Disgust,Anger: correct,LipsToward,FEA,23,28,5,0.04794384243398684,0.035907496776659734,0.012036345657327106,0.2851034190198616,3.0,0.005129228583278338,2.0,1.0,0.2851034190198616
Anger__Disgust,Anger,Disgust,Anger: correct,LowerLipDepressorL,FEA,23,28,5,0.07806194991269319,0.006213143776942351,0.07184880613575084,0.600357694543268,3.0,0.03757027704609744,2.0,1.0,0.600357694543268
Anger__Disgust,Anger,Disgust,Anger: correct,LowerLipDepressorR,FEA,23,28,5,0.07463947351044987,0.005778283833081687,0.06886118967736819,0.5900617011985116,3.0,0.03627587813792785,2.0,1.0,0.5900617011985116
Anger__Disgust,Anger,Disgust,Anger: correct,MouthLeft,FEA,23,28,5,0.019157176383423864,0.009699918147822542,0.009457258235601321,0.7925027253425978,3.0,0.0018960593475426813,2.0,1.0,0.7925027253425978
Anger__Disgust,Anger,Disgust,Anger: correct,MouthRight,FEA,23,28,5,0.012349208021768327,0.002771830203999821,0.009577377817768507,1.3173778355532646,3.0,-0.0005644356931894111,2.0,1.0,1.3173778355532646
Anger__Disgust,Anger,Disgust,Anger: correct,NoseWrinklerL,FEA,23,28,5,0.4165877800742588,0.11117312634056198,0.3054146537336968,1.7692474320932516,3.0,0.17425008814134255,2.0,1.0,1.7692474320932516
Anger__Disgust,Anger,Disgust,Anger: correct,NoseWrinklerR,FEA,23,28,5,0.41830989090894816,0.11076392223282175,0.3075459686761264,1.7552229158474035,3.0,0.17490786958297788,2.0,1.0,1.7552229158474035
Anger__Disgust,Anger,Disgust,Anger: correct,OuterBrowRaiserL,FEA,23,28,5,0.031954542717139746,0.023513137252867366,0.00844140546427238,0.05383061692370906,3.0,0.0017510742836787227,2.0,1.0,0.05383061692370906
Anger__Disgust,Anger,Disgust,Anger: correct,OuterBrowRaiserR,FEA,23,28,5,0.03350732026434726,0.024423266355036853,0.009084053909310406,0.05669895107217468,3.0,-0.00739240570683639,1.0,2.0,0.05669895107217468
Anger__Disgust,Anger,Disgust,Anger: correct,UpperLidRaiserL,FEA,23,28,5,0.1442085509108688,0.10315888795815431,0.04104966295271448,0.22937249637858134,3.0,0.08794741182088961,3.0,0.0,0.22937249637858134
Anger__Disgust,Anger,Disgust,Anger: correct,UpperLidRaiserR,FEA,23,28,5,0.17755821511796535,0.12754064196102435,0.050017573156941,0.23245688140753804,3.0,0.0435903099588685,2.0,1.0,0.23245688140753804
Anger__Disgust,Anger,Disgust,Anger: correct,UpperLipRaiserL,FEA,23,28,5,0.3672474762333993,0.15344132144131525,0.21380615479208406,1.1658390034505952,3.0,0.05957956629820649,2.0,1.0,1.1658390034505952
Anger__Disgust,Anger,Disgust,Anger: correct,UpperLipRaiserR,FEA,23,28,5,0.3926932306046406,0.1627081619386747,0.2299850686659659,1.1986921869904372,3.0,0.06276273303134783,2.0,1.0,1.1986921869904372
Anger__Disgust,Anger,Disgust,Anger: correct,AU1,AU-related group,23,28,5,0.022841696199931105,0.04189960441838664,-0.019057908218455533,-0.12293870350379896,3.0,-0.026365642573352523,1.0,2.0,0.12293870350379896
Anger__Disgust,Anger,Disgust,Anger: correct,AU2,AU-related group,23,28,5,0.032730931490743506,0.02396820180395211,0.008762729686791395,0.05544462075200433,3.0,-0.0028206657115788327,2.0,1.0,0.05544462075200433
Anger__Disgust,Anger,Disgust,Anger: correct,AU4,AU-related group,23,28,5,0.29086750611766643,0.15431564850414348,0.13655185761352295,0.9564254959899835,3.0,-0.007542133669424661,2.0,1.0,0.9564254959899835
Anger__Disgust,Anger,Disgust,Anger: correct,AU5,AU-related group,23,28,5,0.1608833830144171,0.11534976495958933,0.045533618054827765,0.24298608720521714,3.0,0.06576886088987903,3.0,0.0,0.24298608720521714
Anger__Disgust,Anger,Disgust,Anger: correct,AU6,AU-related group,23,28,5,0.30885956390902103,0.1644102068128903,0.14444935709613071,0.6881251331210058,3.0,0.04111113038177585,3.0,0.0,0.6881251331210058
Anger__Disgust,Anger,Disgust,Anger: correct,AU7,AU-related group,23,28,5,0.2997653427592303,0.3602697093650277,-0.060504366605797444,-0.34443681475154325,3.0,-0.03808007855308102,2.0,1.0,0.34443681475154325
Anger__Disgust,Anger,Disgust,Anger: correct,AU8,AU-related group,23,28,5,0.04794384243398684,0.035907496776659734,0.012036345657327106,0.2851034190198616,3.0,0.005129228583278338,2.0,1.0,0.2851034190198616
Anger__Disgust,Anger,Disgust,Anger: correct,AU9,AU-related group,23,28,5,0.4174488354916035,0.11096852428669186,0.30648031120491165,1.7629167473542144,3.0,0.1745789788621602,2.0,1.0,1.7629167473542144
Anger__Disgust,Anger,Disgust,Anger: correct,AU10,AU-related group,23,28,5,0.37997035341901997,0.158074741689995,0.22189561172902497,1.1843512178835893,3.0,0.06117114966477714,2.0,1.0,1.1843512178835893
Anger__Disgust,Anger,Disgust,Anger: correct,AU12,AU-related group,23,28,5,0.06487283722161317,0.050751473072543206,0.014121364149069969,0.061862153912255954,3.0,-0.020700305990623974,1.0,2.0,0.061862153912255954
Anger__Disgust,Anger,Disgust,Anger: correct,AU14,AU-related group,23,28,5,0.09802445947692033,0.027882567497976123,0.07014189197894422,0.6150496043716892,3.0,0.005557262253190031,1.0,2.0,0.6150496043716892
Anger__Disgust,Anger,Disgust,Anger: correct,AU15,AU-related group,23,28,5,0.0589979010954612,0.04103557866072262,0.01796232243473858,0.10951580250887279,3.0,-0.019124978708748908,2.0,1.0,0.10951580250887279
Anger__Disgust,Anger,Disgust,Anger: correct,AU16,AU-related group,23,28,5,0.07635071171157154,0.0059957138050120195,0.07035499790655952,0.5954120584563408,3.0,0.03692307759201265,2.0,1.0,0.5954120584563408
Anger__Disgust,Anger,Disgust,Anger: correct,AU17,AU-related group,23,28,5,0.22919941492463813,0.34207630464693867,-0.11287688972230053,-0.5806067294028173,3.0,-0.026562381925140727,2.0,1.0,0.5806067294028173
Anger__Disgust,Anger,Disgust,Anger: correct,AU18,AU-related group,23,28,5,0.116434007996537,0.14948077717582842,-0.03304676917929142,-0.3073019172368471,3.0,0.04174024259294228,2.0,1.0,0.3073019172368471
Anger__Disgust,Anger,Disgust,Anger: correct,AU20,AU-related group,23,28,5,0.08675429251627542,0.011317779492561792,0.07543651302371362,0.6817932452685601,3.0,0.004921555162216224,1.0,2.0,0.6817932452685601
Anger__Disgust,Anger,Disgust,Anger: correct,AU22,AU-related group,23,28,5,0.0014303080818880063,0.010239428192143527,-0.00880912011025552,-0.20913712772865833,3.0,0.0010455851979814467,1.0,2.0,0.20913712772865833
Anger__Disgust,Anger,Disgust,Anger: correct,AU23,AU-related group,23,28,5,0.011374821959642505,0.12817799707681593,-0.11680317511717342,-2.0243568271492496,3.0,0.005277367787638287,1.0,2.0,2.0243568271492496
Anger__Disgust,Anger,Disgust,Anger: correct,AU24,AU-related group,23,28,5,0.052593660791029534,0.006083411566596276,0.04651024922443326,1.0460487536588308,3.0,0.00950067104130003,2.0,1.0,1.0460487536588308
Anger__Disgust,Anger,Disgust,Anger: correct,AU26,AU-related group,23,28,5,0.12994700599964082,0.01894688492262926,0.11100012107701156,0.6216747733815562,3.0,0.007953090548237635,2.0,1.0,0.6216747733815562
Anger__Disgust,Anger,Disgust,Anger: correct,AU28,AU-related group,23,28,5,0.14416798278420798,0.10032075428518891,0.043847228499019064,0.5417791550675466,3.0,-0.0031611833195535435,1.0,2.0,0.5417791550675466
Anger__Disgust,Anger,Disgust,Anger: correct,AU43,AU-related group,23,28,5,0.13331406859935238,0.04153410080128631,0.09177996779806608,0.8783048874227457,3.0,-0.028919406580646973,1.0,2.0,0.8783048874227457
Anger__Disgust,Anger,Disgust,Anger: all,BrowLowererL,FEA,23,54,5,0.2939776790135188,0.20824838085213812,0.08572929816138067,0.5865400938138567,,,,,0.5865400938138567
Anger__Disgust,Anger,Disgust,Anger: all,BrowLowererR,FEA,23,54,5,0.28775733322181407,0.20171234012918707,0.086044993092627,0.6094054064393699,,,,,0.6094054064393699
Anger__Disgust,Anger,Disgust,Anger: all,CheekPuffL,FEA,23,54,5,0.0008515656701334998,0.006783752600886666,-0.005932186930753166,-0.6244149841051532,,,,,0.6244149841051532
Anger__Disgust,Anger,Disgust,Anger: all,CheekPuffR,FEA,23,54,5,0.000871339336345118,0.008759453753449173,-0.007888114417104054,-0.7411696182913252,,,,,0.7411696182913252
Anger__Disgust,Anger,Disgust,Anger: all,CheekRaiserL,FEA,23,54,5,0.3226058757081524,0.23089111430153106,0.09171476140662135,0.4297561957297238,,,,,0.4297561957297238
Anger__Disgust,Anger,Disgust,Anger: all,CheekRaiserR,FEA,23,54,5,0.29511325210988976,0.20643269171412623,0.08868056039576352,0.4281784014186858,,,,,0.4281784014186858
Anger__Disgust,Anger,Disgust,Anger: all,CheekSuckL,FEA,23,54,5,4.131311516196766e-10,1.8357239969374448e-10,2.2955875192593214e-10,2.468293357622241e-08,,,,,2.468293357622241e-08
Anger__Disgust,Anger,Disgust,Anger: all,CheekSuckR,FEA,23,54,5,1.626513328735012e-09,6.985645504375821e-10,9.2794877829743e-10,1.1874654690167703e-07,,,,,1.1874654690167703e-07
Anger__Disgust,Anger,Disgust,Anger: all,ChinRaiserB,FEA,23,54,5,0.19250618540560605,0.2583817705794435,-0.06587558517383746,-0.3202132937293747,,,,,0.3202132937293747
Anger__Disgust,Anger,Disgust,Anger: all,ChinRaiserT,FEA,23,54,5,0.2658926444436703,0.29446230141041074,-0.028569656966740464,-0.15097562165949038,,,,,0.15097562165949038
Anger__Disgust,Anger,Disgust,Anger: all,DimplerL,FEA,23,54,5,0.09715619394886339,0.05873094700403696,0.038425246944826436,0.3359869354061685,,,,,0.3359869354061685
Anger__Disgust,Anger,Disgust,Anger: all,DimplerR,FEA,23,54,5,0.09889272500497735,0.05962189176079601,0.03927083324418134,0.34500139967714116,,,,,0.34500139967714116
Anger__Disgust,Anger,Disgust,Anger: all,EyesClosedL,FEA,23,54,5,0.13568968037961704,0.07840049635426105,0.05728918402535599,0.5286512291282272,,,,,0.5286512291282272
Anger__Disgust,Anger,Disgust,Anger: all,EyesClosedR,FEA,23,54,5,0.1309384568190877,0.07858952900881225,0.05234892781027545,0.49609201486479626,,,,,0.49609201486479626
Anger__Disgust,Anger,Disgust,Anger: all,EyesLookDownL,FEA,23,54,5,0.05142596116109701,0.03292889735622855,0.018497063804868458,0.4855213863098809,,,,,0.4855213863098809
Anger__Disgust,Anger,Disgust,Anger: all,EyesLookDownR,FEA,23,54,5,0.06185149809914324,0.03742261066573517,0.02442888743340807,0.5417147752266583,,,,,0.5417147752266583
Anger__Disgust,Anger,Disgust,Anger: all,EyesLookLeftL,FEA,23,54,5,0.03429501284039545,0.0364163654489352,-0.0021213526085397533,-0.02613417249124263,,,,,0.02613417249124263
Anger__Disgust,Anger,Disgust,Anger: all,EyesLookLeftR,FEA,23,54,5,0.0711341181303673,0.07770282589946063,-0.006568707769093338,-0.06142873957761346,,,,,0.06142873957761346
Anger__Disgust,Anger,Disgust,Anger: all,EyesLookRightL,FEA,23,54,5,0.10693843357376348,0.08598314338804933,0.020955290185714154,0.22728421868716675,,,,,0.22728421868716675
Anger__Disgust,Anger,Disgust,Anger: all,EyesLookRightR,FEA,23,54,5,0.05765120674521944,0.040731402668461654,0.016919804076757784,0.25483495532622,,,,,0.25483495532622
Anger__Disgust,Anger,Disgust,Anger: all,EyesLookUpL,FEA,23,54,5,0.08701740182426664,0.13424231255176877,-0.04722491072750214,-0.4552812470840551,,,,,0.4552812470840551
Anger__Disgust,Anger,Disgust,Anger: all,EyesLookUpR,FEA,23,54,5,0.08709329709805466,0.13438379802189526,-0.0472905009238406,-0.4552376895405904,,,,,0.4552376895405904
Anger__Disgust,Anger,Disgust,Anger: all,InnerBrowRaiserL,FEA,23,54,5,0.024675507163675413,0.03187041349085065,-0.007194906327175239,-0.04685334050344585,,,,,0.04685334050344585
Anger__Disgust,Anger,Disgust,Anger: all,InnerBrowRaiserR,FEA,23,54,5,0.0210078852361868,0.03333720068378754,-0.012329315447600738,-0.07844877140321194,,,,,0.07844877140321194
Anger__Disgust,Anger,Disgust,Anger: all,JawDrop,FEA,23,54,5,0.12994700599964082,0.07026062641632723,0.05968637958331359,0.33428356781411367,,,,,0.33428356781411367
Anger__Disgust,Anger,Disgust,Anger: all,JawSidewaysLeft,FEA,23,54,5,0.0035679965729844133,0.0120902777868537,-0.008522281213869286,-0.39998376769954985,,,,,0.39998376769954985
Anger__Disgust,Anger,Disgust,Anger: all,JawSidewaysRight,FEA,23,54,5,0.0052120835819280485,0.014801889300217332,-0.009589805718289284,-0.3530513817035667,,,,,0.3530513817035667
Anger__Disgust,Anger,Disgust,Anger: all,JawThrust,FEA,23,54,5,0.02714050951114228,0.026546060733569146,0.0005944487775731352,0.008752544814697106,,,,,0.008752544814697106
Anger__Disgust,Anger,Disgust,Anger: all,LidTightenerL,FEA,23,54,5,0.27613729449832297,0.31185318954019686,-0.03571589504187389,-0.1984427241370377,,,,,0.1984427241370377
Anger__Disgust,Anger,Disgust,Anger: all,LidTightenerR,FEA,23,54,5,0.3233933910201377,0.324328427773792,-0.0009350367536543058,-0.004972944123377096,,,,,0.004972944123377096
Anger__Disgust,Anger,Disgust,Anger: all,LipCornerDepressorL,FEA,23,54,5,0.06336427841462132,0.05100690249252134,0.012357375922099977,0.07418149079813832,,,,,0.07418149079813832
Anger__Disgust,Anger,Disgust,Anger: all,LipCornerDepressorR,FEA,23,54,5,0.05463152377630105,0.04364429197609729,0.010987231800203764,0.06799423225761271,,,,,0.06799423225761271
Anger__Disgust,Anger,Disgust,Anger: all,LipCornerPullerL,FEA,23,54,5,0.06441717310421458,0.054254591934525774,0.010162581169688802,0.045022068515004884,,,,,0.045022068515004884
Anger__Disgust,Anger,Disgust,Anger: all,LipCornerPullerR,FEA,23,54,5,0.06532850133901177,0.05524612677173709,0.010082374567274684,0.04366941812519753,,,,,0.04366941812519753
Anger__Disgust,Anger,Disgust,Anger: all,LipFunnelerLB,FEA,23,54,5,3.3818010420793026e-08,0.00045657099648984404,-0.00045653717847942327,-0.009107763298502283,,,,,0.009107763298502283
Anger__Disgust,Anger,Disgust,Anger: all,LipFunnelerLT,FEA,23,54,5,0.003889190751584971,0.012028947594385346,-0.008139756842800376,-0.20121666786944722,,,,,0.20121666786944722
Anger__Disgust,Anger,Disgust,Anger: all,LipFunnelerRB,FEA,23,54,5,2.040872619643605e-07,0.001244079652927468,-0.0012438755656655038,-0.02504304029222758,,,,,0.02504304029222758
Anger__Disgust,Anger,Disgust,Anger: all,LipFunnelerRT,FEA,23,54,5,0.0018318036706946696,0.010241380414275513,-0.008409576743580843,-0.20743822983591345,,,,,0.20743822983591345
Anger__Disgust,Anger,Disgust,Anger: all,LipPressorL,FEA,23,54,5,0.05239293717648587,0.02541927840510191,0.026973658771383958,0.6087954747006803,,,,,0.6087954747006803
Anger__Disgust,Anger,Disgust,Anger: all,LipPressorR,FEA,23,54,5,0.05279438440557321,0.025695584280022565,0.027098800125550642,0.6071321805488856,,,,,0.6071321805488856
Anger__Disgust,Anger,Disgust,Anger: all,LipPuckerL,FEA,23,54,5,0.11853255055727964,0.1310608997179559,-0.012528349160676258,-0.11609356270728254,,,,,0.11609356270728254
Anger__Disgust,Anger,Disgust,Anger: all,LipPuckerR,FEA,23,54,5,0.11433546543579434,0.12706923783207089,-0.012733772396276544,-0.11876962554973762,,,,,0.11876962554973762
Anger__Disgust,Anger,Disgust,Anger: all,LipStretcherL,FEA,23,54,5,0.08434387364244389,0.04390483907283193,0.04043903456961196,0.37502532019391843,,,,,0.37502532019391843
Anger__Disgust,Anger,Disgust,Anger: all,LipStretcherR,FEA,23,54,5,0.08916471139010693,0.04531090430678511,0.043853807083321816,0.38622175663559943,,,,,0.38622175663559943
Anger__Disgust,Anger,Disgust,Anger: all,LipSuckLB,FEA,23,54,5,0.2283919910622288,0.18614587400851204,0.04224611705371675,0.3603024490492468,,,,,0.3603024490492468
Anger__Disgust,Anger,Disgust,Anger: all,LipSuckLT,FEA,23,54,5,0.0754312519008231,0.05913160903296514,0.016299642867857962,0.2251554824960922,,,,,0.2251554824960922
Anger__Disgust,Anger,Disgust,Anger: all,LipSuckRB,FEA,23,54,5,0.20753581349952388,0.16973843748821657,0.03779737601130731,0.3627849675612302,,,,,0.3627849675612302
