pair,basis,feature,kind,a_mean,b_mean,a_sd,b_sd,raw_delta_b_minus_a,sd_scaled_delta,abs_sd_delta
Anger__Disgust,all,LidTightenerR,FEA,0.324328427773792,0.2799414716760359,0.17363413225644053,0.18818990664940596,-0.044386956097756114,-0.23606970701233132,0.23606970701233132
Anger__Disgust,all,LipCornerDepressorL,FEA,0.05100690249252134,0.11643143957419168,0.054171437651874314,0.11786504912917378,0.06542453708167034,0.3927443598132146,0.3927443598132146
Anger__Disgust,all,LipCornerDepressorR,FEA,0.04364429197609729,0.09825104920742044,0.05104843139354899,0.10765389765703642,0.05460675723132315,0.33793266598351,0.33793266598351
Anger__Disgust,all,LipCornerPullerL,FEA,0.054254591934525774,0.12403860629879152,0.0677392763373192,0.20766752399905375,0.06978401436426573,0.30915577681494333,0.30915577681494333
Anger__Disgust,all,LipCornerPullerR,FEA,0.05524612677173709,0.12564717712488532,0.07315054769640325,0.21075516307965875,0.07040105035314823,0.30492547998598446,0.30492547998598446
Anger__Disgust,all,LipFunnelerLB,FEA,0.00045657099648984404,0.0011374386064590776,0.001658275494053799,0.0066070050570772535,0.0006808676099692335,0.01358308002399907,0.01358308002399907
Anger__Disgust,all,LipFunnelerLT,FEA,0.012028947594385346,0.0037054494070433144,0.014510212595436993,0.00655361284244816,-0.008323498187342033,-0.2057587963153634,0.2057587963153634
Anger__Disgust,all,LipFunnelerRB,FEA,0.001244079652927468,0.0011489397558673703,0.0028597995421521063,0.006772507186858893,-9.51398970600978e-05,-0.0019154587012083228,0.0019154587012083228
Anger__Disgust,all,LipFunnelerRT,FEA,0.010241380414275513,0.002962436235970985,0.014391101339580749,0.006422091308666312,-0.007278944178304528,-0.1795490238643071,0.1795490238643071
Anger__Disgust,all,LipPressorL,FEA,0.02541927840510191,0.018620562339771538,0.06672759177287088,0.054418851475357875,-0.006798716065330373,-0.15344702064441446,0.15344702064441446
Anger__Disgust,all,LipPressorR,FEA,0.025695584280022565,0.01871404361769316,0.06719849129397722,0.05491310674292795,-0.0069815406623294045,-0.1564171840182032,0.1564171840182032
Anger__Disgust,all,LipPuckerL,FEA,0.1310608997179559,0.04466690239111557,0.14114007528577885,0.09894536543441633,-0.08639399732684033,-0.8005673227624945,0.8005673227624945
Anger__Disgust,all,LipPuckerR,FEA,0.12706923783207089,0.04324851318067585,0.13765631529444178,0.09588900280702861,-0.08382072465139503,-0.7818072893359453,0.7818072893359453
Anger__Disgust,all,LipStretcherL,FEA,0.04390483907283193,0.10378531040281726,0.08804402783777317,0.1446679093324298,0.05988047132998533,0.5553221824629229,0.5553221824629229
Anger__Disgust,all,LipStretcherR,FEA,0.04531090430678511,0.1078616965191718,0.09149201465715587,0.14780605722725015,0.06255079221238669,0.5508866493920467,0.5508866493920467
Anger__Disgust,all,LipSuckLB,FEA,0.18614587400851204,0.1284654985704303,0.15437040035191843,0.11012671069799632,-0.057680375438081743,-0.49193587439043635,0.49193587439043635
Anger__Disgust,all,LipSuckLT,FEA,0.05913160903296514,0.06836339055219018,0.053917307077757264,0.09793309029247158,0.00923178151922504,0.1275234211639375,0.1275234211639375
Anger__Disgust,all,LipSuckRB,FEA,0.16973843748821657,0.11156187647240445,0.1446785232372768,0.10398705182747156,-0.05817656101581212,-0.5583874868623543,0.5583874868623543
Anger__Disgust,all,LipSuckRT,FEA,0.0505574357248938,0.059501595236439185,0.047413316619003755,0.09267149577845336,0.008944159511545383,0.13263965763412336,0.13263965763412336
Anger__Disgust,all,LipTightenerL,FEA,0.0732732756817844,0.01078156466892883,0.09544775379992063,0.024313654255671106,-0.062491711012855576,-1.0603581957541792,1.0603581957541792
Anger__Disgust,all,LipTightenerR,FEA,0.07107579064224269,0.009758413720604316,0.09504916970980518,0.02233177892932066,-0.06131737692163837,-1.0823582578207451,1.0823582578207451
Anger__Disgust,all,LipsToward,FEA,0.04084228127663928,0.04191319725471171,0.018475452888745518,0.04794904862243715,0.0010709159780724273,0.025366653262037547,0.025366653262037547
Anger__Disgust,all,LowerLipDepressorL,FEA,0.038018378126912125,0.13410445371033966,0.06808656830772064,0.1608825146977133,0.09608607558342754,0.8028806311128542,0.8028806311128542
Anger__Disgust,all,LowerLipDepressorR,FEA,0.03630743658623484,0.13049145148914582,0.06687726327634982,0.15652536575151926,0.09418401490291098,0.8070493745417038,0.8070493745417038
Anger__Disgust,all,MouthLeft,FEA,0.01344867564861497,0.009755599564349559,0.010438068810711005,0.0111392179343926,-0.0036930760842654106,-0.30947371730426415,0.30947371730426415
Anger__Disgust,all,MouthRight,FEA,0.0068554035242390605,0.005664014670412648,0.008472299294532111,0.009952490107263812,-0.0011913888538264122,-0.16387672068697956,0.16387672068697956
Anger__Disgust,all,NoseWrinklerL,FEA,0.23793327475590179,0.24080601683053532,0.23224188492127718,0.2508259446300533,0.002872742074633533,0.016641609943979088,0.016641609943979088
Anger__Disgust,all,NoseWrinklerR,FEA,0.2386257057103733,0.24070146386259614,0.23459532959114926,0.25619692655479137,0.0020757581522228286,0.011846743731423836,0.011846743731423836
Anger__Disgust,all,OuterBrowRaiserL,FEA,0.027041548122824312,0.0349691367786915,0.033010136179225276,0.04127935098484689,0.007927588655867186,0.05055402087589596,0.05055402087589596
Anger__Disgust,all,OuterBrowRaiserR,FEA,0.028603585881042157,0.03907723090189351,0.03464946013447084,0.04721082576497574,0.010473645020851352,0.06537221074568204,0.06537221074568204
Anger__Disgust,all,UpperLidRaiserL,FEA,0.11974129365987585,0.06525532418534884,0.1309141505981337,0.10980988682419106,-0.05448596947452701,-0.3044503154721522,0.3044503154721522
Anger__Disgust,all,UpperLidRaiserR,FEA,0.1467544994565451,0.07977094952988822,0.18046660851457144,0.11829837206712339,-0.06698354992665687,-0.3113063297313537,0.3113063297313537
Anger__Disgust,all,UpperLipRaiserL,FEA,0.24126174927626146,0.27941785154940696,0.21162923145285442,0.20442985478490835,0.038156102273145504,0.20805702386323405,0.20805702386323405
Anger__Disgust,all,UpperLipRaiserR,FEA,0.2571182106607485,0.29346367233183784,0.22885231068888648,0.2118754028707113,0.03634546167108932,0.18943412800842574,0.18943412800842574
Anger__Disgust,all,AU1,AU-related group,0.0326038070873191,0.04155543173790027,0.030956094987285798,0.047524980794965976,0.00895162465058117,0.05774511641993215,0.05774511641993215
Anger__Disgust,all,AU2,AU-related group,0.027822567001933238,0.03702318384029251,0.03242037338778061,0.04187181738815475,0.009200616838359273,0.05821527418063318,0.05821527418063318
Anger__Disgust,all,AU4,AU-related group,0.20498036049066262,0.1949806441540615,0.1845811617699177,0.16144323811428418,-0.009999716336601128,-0.07003920579433946,0.07003920579433946
Anger__Disgust,all,AU5,AU-related group,0.13324789655821045,0.07251313685761855,0.14475630519874985,0.10854444433856576,-0.0607347597005919,-0.3241056223387727,0.3241056223387727
Anger__Disgust,all,AU6,AU-related group,0.21866190300782867,0.27803120916896373,0.20172852574162412,0.22830716623414135,0.05936930616113506,0.28282238513699226,0.28282238513699226
Anger__Disgust,all,AU7,AU-related group,0.3180908086569944,0.28903904698092164,0.17250455108222015,0.17987947072229715,-0.029051761676072763,-0.1653846956174672,0.1653846956174672
Anger__Disgust,all,AU8,AU-related group,0.04084228127663928,0.04191319725471171,0.018475452888745518,0.04794904862243715,0.0010709159780724273,0.025366653262037547,0.025366653262037547
Anger__Disgust,all,AU9,AU-related group,0.23827949023313758,0.24075374034656574,0.23332738280352172,0.2533543835191957,0.002474250113428167,0.014232225701406417,0.014232225701406417
Anger__Disgust,all,AU10,AU-related group,0.249189979968505,0.2864407619406224,0.220037189955211,0.20794090808602048,0.0372507819721174,0.19882326041521464,0.19882326041521464
Anger__Disgust,all,AU12,AU-related group,0.054750359353131446,0.12484289171183839,0.07036195281489245,0.20918428263098982,0.07009253235870694,0.3070578011515752,0.3070578011515752
Anger__Disgust,all,AU14,AU-related group,0.059176419382416474,0.10329093525699384,0.08637459744310864,0.11428562339556403,0.04411451587457737,0.38682468878729864,0.38682468878729864
Anger__Disgust,all,AU15,AU-related group,0.04732559723430931,0.10734124439080601,0.05254941297572885,0.1125902592427885,0.0600156471564967,0.3659138057070927,0.3659138057070927
Anger__Disgust,all,AU16,AU-related group,0.037162907356573474,0.13229795259974272,0.06745747017994518,0.15866195458179086,0.09513504524316925,0.8051247929081564,0.8051247929081564
Anger__Disgust,all,AU17,AU-related group,0.2764220359949271,0.14188659163465203,0.23629805096068043,0.173469864733417,-0.13453544436027506,-0.692012196038936,0.692012196038936
Anger__Disgust,all,AU18,AU-related group,0.1290650687750134,0.04395770778589572,0.13938163301630518,0.09740426779397961,-0.08510736098911767,-0.7914133772360826,0.7914133772360826
Anger__Disgust,all,AU20,AU-related group,0.04460787168980852,0.10582350346099456,0.0897336106119025,0.14620193031858214,0.06121563177118604,0.5532652898911457,0.5532652898911457
Anger__Disgust,all,AU22,AU-related group,0.005992744664519541,0.0022385660013351867,0.008022274708333338,0.006076793935697215,-0.0037541786631843546,-0.08912787347337192,0.08912787347337192
Anger__Disgust,all,AU23,AU-related group,0.07217453316201355,0.010269989194766573,0.09517250594143654,0.023290284967531577,-0.06190454396724698,-1.0728893806691746,1.0728893806691746
Anger__Disgust,all,AU24,AU-related group,0.025557431342562234,0.018667302978732352,0.06696167419148151,0.0546649951753389,-0.006890128363829882,-0.15496391242185245,0.15496391242185245
Anger__Disgust,all,AU26,AU-related group,0.07026062641632723,0.10876266707982257,0.10352465326389446,0.09761784489997939,0.03850204066349534,0.2156371287883495,0.2156371287883495
Anger__Disgust,all,AU28,AU-related group,0.11639333906364688,0.09197309020786604,0.0918018529941919,0.09596911403313191,-0.02442024885578084,-0.3017381541439991,0.3017381541439991
Anger__Disgust,all,AU43,AU-related group,0.07849501268153664,0.08112281905180335,0.1102189055134266,0.10074364442823344,0.0026278063702667165,0.025147265068603732,0.025147265068603732
Anger__Disgust,correct,BrowLowererL,FEA,0.1577809692136015,0.27429085437956846,0.10037450305531527,0.1650296999493,0.11650988516596697,0.7971337738802663,0.7971337738802663
Anger__Disgust,correct,BrowLowererR,FEA,0.15085032779468546,0.2600669810520221,0.10075776952117861,0.1612163420376523,0.10921665325733662,0.773516465932962,0.773516465932962
Anger__Disgust,correct,CheekPuffL,FEA,0.012309040807325618,0.0011963721404219191,0.010896754733841536,0.0031861424015095386,-0.011112668666903698,-1.1697063679902486,1.1697063679902486
Anger__Disgust,correct,CheekPuffR,FEA,0.01599650324206389,0.001564301059297848,0.013395436525427932,0.004253826466766328,-0.01443220218276604,-1.356054085588555,1.356054085588555
Anger__Disgust,correct,CheekRaiserL,FEA,0.17582146558840508,0.3030017535852549,0.13086571495856952,0.16373036337831834,0.1271802879968498,0.5959402380061242,0.5959402380061242
Anger__Disgust,correct,CheekRaiserR,FEA,0.15299894803737554,0.27378535246203944,0.11447916407365791,0.15427487467666523,0.1207864044246639,0.5831957909248188,0.5831957909248188
Anger__Disgust,correct,CheekSuckL,FEA,4.594011454984756e-33,2.502851393756729e-22,2.4309223660128503e-32,1.370868166443805e-21,2.5028513937107887e-22,2.691150486915518e-20,2.691150486915518e-20
Anger__Disgust,correct,CheekSuckR,FEA,1.5052942977760944e-33,1.5102296236078065e-21,7.965268723701816e-33,8.271868318625322e-21,1.5102296236063011e-21,1.9325910764267057e-19,1.9325910764267057e-19
Anger__Disgust,correct,ChinRaiserB,FEA,0.3388009425074617,0.146572360430847,0.21165969113387917,0.21128472590651345,-0.19222858207661467,-0.9344000095520442,0.9344000095520442
Anger__Disgust,correct,ChinRaiserT,FEA,0.34535166678641566,0.2206446865057776,0.21006802162829583,0.19492630673959718,-0.12470698028063806,-0.6590108482949423,0.6590108482949423
Anger__Disgust,correct,DimplerL,FEA,0.027820300210835546,0.08208190472373685,0.04814582671817168,0.06364848346390531,0.054261604512901296,0.4744586348836951,0.4744586348836951
Anger__Disgust,correct,DimplerR,FEA,0.027944834785116696,0.08216872351244245,0.04746147999640675,0.06168970691519796,0.05422388872732575,0.4763667068265417,0.4763667068265417
Anger__Disgust,correct,EyesClosedL,FEA,0.039077221763228885,0.11425764075747528,0.035999449776201065,0.1334956972174398,0.0751804189942464,0.6937473728041375,0.6937473728041375
Anger__Disgust,correct,EyesClosedR,FEA,0.04399097983934375,0.09957692436876295,0.0884746418013105,0.12015364822657046,0.0555859445294192,0.526768061414805,0.526768061414805
Anger__Disgust,correct,EyesLookDownL,FEA,0.02000118320101511,0.06458730813391728,0.03127554774553773,0.06370755151382738,0.04458612493290216,1.170321809773427,1.170321809773427
Anger__Disgust,correct,EyesLookDownR,FEA,0.020653250003265233,0.0712395332249032,0.03159828501860547,0.06665179921907163,0.05058628322163797,1.1217595201444117,1.1217595201444117
Anger__Disgust,correct,EyesLookLeftL,FEA,0.038935487430648015,0.05204596568442259,0.06518883403201976,0.0777578568420925,0.013110478253774573,0.1615155814962241,0.1615155814962241
Anger__Disgust,correct,EyesLookLeftR,FEA,0.0825269362964155,0.0894363711694152,0.09406196842798849,0.11129487582488572,0.006909434872999706,0.06461512528217765,0.06461512528217765
Anger__Disgust,correct,EyesLookRightL,FEA,0.0727948855964877,0.13229923552408673,0.07553244320850636,0.13092532212145677,0.05950434992759904,0.6453930993998881,0.6453930993998881
Anger__Disgust,correct,EyesLookRightR,FEA,0.02949099444089195,0.0833938120670306,0.04637622224836652,0.1010567441742414,0.05390281762613865,0.8118487696074207,0.8118487696074207
Anger__Disgust,correct,EyesLookUpL,FEA,0.18019962500486925,0.04750171263441905,0.165112279102019,0.07712684972166715,-0.1326979123704502,-1.279300904941377,1.279300904941377
Anger__Disgust,correct,EyesLookUpR,FEA,0.18037981361320424,0.047539925921268544,0.165356121667151,0.07717862914989206,-0.1328398876919357,-1.278771050640778,1.278771050640778
Anger__Disgust,correct,InnerBrowRaiserL,FEA,0.039286406268873426,0.037634553747822604,0.03685103150042535,0.0396446904955095,-0.0016518525210508228,-0.010756888986580495,0.010756888986580495
Anger__Disgust,correct,InnerBrowRaiserR,FEA,0.04451280256789982,0.03920420848698498,0.03829378175824772,0.04099087563980257,-0.005308594080914844,-0.03377743762790768,0.03377743762790768
Anger__Disgust,correct,JawDrop,FEA,0.01894688492262926,0.07967732745332241,0.0217885260225707,0.08285915370738832,0.06073044253069315,0.34013101725750616,0.34013101725750616
Anger__Disgust,correct,JawSidewaysLeft,FEA,0.019986334645927566,0.00540455552997686,0.014543241012391362,0.0045356738529306224,-0.014581779115950707,-0.6843795462966792,0.6843795462966792
Anger__Disgust,correct,JawSidewaysRight,FEA,0.023787915332161597,0.006960622455382143,0.015738405768784162,0.006487907415999284,-0.016827292876779455,-0.6195014972146239,0.6195014972146239
Anger__Disgust,correct,JawThrust,FEA,0.02836131272361509,0.031235084185679142,0.034092526609182404,0.053981549848097984,0.002873771462064051,0.04231283578645878,0.04231283578645878
Anger__Disgust,correct,LidTightenerL,FEA,0.3650646685646959,0.3302524058114626,0.1843842261024835,0.15357019642847616,-0.03481226275323329,-0.19342201129291636,0.19342201129291636
Anger__Disgust,correct,LidTightenerR,FEA,0.35547475016535957,0.3340970049198887,0.17469742482602996,0.14830620550401433,-0.02137774524547087,-0.11369642120915088,0.11369642120915088
Anger__Disgust,correct,LipCornerDepressorL,FEA,0.044288359102527534,0.14106567134155337,0.048011696010598695,0.12646602013020392,0.09677731223902583,0.5809554829912353,0.5809554829912353
Anger__Disgust,correct,LipCornerDepressorR,FEA,0.03778279821891768,0.1173338750109732,0.04546512204878708,0.11313036795590324,0.07955107679205552,0.4923000160642732,0.4923000160642732
Anger__Disgust,correct,LipCornerPullerL,FEA,0.050135219449108405,0.06321841641892155,0.06985492890286524,0.07979044030749907,0.013083196969813145,0.0579609235621258,0.0579609235621258
Anger__Disgust,correct,LipCornerPullerR,FEA,0.051367726695978035,0.06382223473119288,0.07539653534896647,0.08432485335202704,0.012454508035214841,0.05394375256586436,0.05394375256586436
Anger__Disgust,correct,LipFunnelerLB,FEA,0.0008805019998637755,0.0016048450578995954,0.0022384870004192895,0.008783013423186681,0.0007243430580358199,0.014450400603684662,0.014450400603684662
Anger__Disgust,correct,LipFunnelerLT,FEA,0.01971393557928808,0.003033288954884653,0.015049390459187554,0.007560248829976836,-0.01668064662440343,-0.4123494345705132,0.4123494345705132
Anger__Disgust,correct,LipFunnelerRB,FEA,0.0023991288303936,0.001702861684957558,0.0036304918904602403,0.009006713046887483,-0.0006962671454360421,-0.01401799879233101,0.01401799879233101
Anger__Disgust,correct,LipFunnelerRT,FEA,0.017964146359028647,0.002584834192602648,0.015481821564176814,0.007291085993784861,-0.015379312166425999,-0.3793600307331172,0.3793600307331172
Anger__Disgust,correct,LipPressorL,FEA,0.005985838529154572,0.03156230899864999,0.005128376377282126,0.0707306085574216,0.025576470469495422,0.5772609349223072,0.5772609349223072
Anger__Disgust,correct,LipPressorR,FEA,0.0061809846040379824,0.03168112404604156,0.00530335433305331,0.07141903440196365,0.025500139442003574,0.5713151575713792,0.5713151575713792
Anger__Disgust,correct,LipPuckerL,FEA,0.15151135799281584,0.06278937533131,0.10214261432577737,0.12782122453196668,-0.08872198266150584,-0.82213952736547,0.82213952736547
Anger__Disgust,correct,LipPuckerR,FEA,0.147450196358841,0.06036019088620097,0.1022717099591292,0.12355667440898664,-0.08709000547264002,-0.8123003158227188,0.8123003158227188
Anger__Disgust,correct,LipStretcherL,FEA,0.012035460250428865,0.12761503985444464,0.010193640616228503,0.1781749629026857,0.11557957960401577,1.0718670539540138,1.0718670539540138
Anger__Disgust,correct,LipStretcherR,FEA,0.010600098734694722,0.13010947703013587,0.013081650046977405,0.18062418163516825,0.11950937829544114,1.0525225764776946,1.0525225764776946
Anger__Disgust,correct,LipSuckLB,FEA,0.1606331951345418,0.13452331534001324,0.15480913305346455,0.08956615565310423,-0.026109879794528557,-0.22268208986848012,0.22268208986848012
Anger__Disgust,correct,LipSuckLT,FEA,0.05035207428572787,0.0633820068780138,0.0553024257951425,0.051468990958378154,0.013029932592285937,0.17998926623680322,0.17998926623680322
Anger__Disgust,correct,LipSuckRB,FEA,0.14783853100689032,0.1207091938069073,0.14320530965658712,0.08428266537245634,-0.02712933719998302,-0.26039150741864164,0.26039150741864164
Anger__Disgust,correct,LipSuckRT,FEA,0.042459216713595725,0.05427878278109598,0.04912405082418278,0.04196576634527695,0.011819566067500252,0.17528122061703466,0.17528122061703466
Anger__Disgust,correct,LipTightenerL,FEA,0.1291609308118089,0.01172114771655257,0.10423021913769613,0.02823393404847906,-0.11743978309525634,-1.9927160657679968,1.9927160657679968
Anger__Disgust,correct,LipTightenerR,FEA,0.12719506334182287,0.011153074078997152,0.10365499582739134,0.0265812579454411,-0.11604198926282572,-2.04834276412504,2.04834276412504
Anger__Disgust,correct,LipsToward,FEA,0.035907496776659734,0.04680573563660595,0.01595638122081481,0.060195056676750514,0.010898238859946216,0.2581452251975106,0.2581452251975106
Anger__Disgust,correct,LowerLipDepressorL,FEA,0.006213143776942351,0.10522865089944439,0.017438650583980524,0.13367126897938053,0.09901550712250204,0.8273585154328554,0.8273585154328554
Anger__Disgust,correct,LowerLipDepressorR,FEA,0.005778283833081687,0.10466178877813244,0.016481003922585984,0.13402882045285824,0.09888350494505076,0.8473186336413884,0.8473186336413884
Anger__Disgust,correct,MouthLeft,FEA,0.009699918147822542,0.015137183651866995,0.007418609286255346,0.012337879663145163,0.005437265504044452,0.4556339293078994,0.4556339293078994
Anger__Disgust,correct,MouthRight,FEA,0.002771830203999821,0.009346187553881507,0.0034813150364327305,0.012110181092309474,0.006574357349881686,0.9043093861946853,0.9043093861946853
Anger__Disgust,correct,NoseWrinklerL,FEA,0.11117312634056198,0.38990757741705734,0.12062866618147737,0.2398416981990764,0.27873445107649536,1.6146907352815127,1.6146907352815127
Anger__Disgust,correct,NoseWrinklerR,FEA,0.11076392223282175,0.39499705904284066,0.11833741281605363,0.24408673425608,0.28423313681001894,1.6221721823234634,1.6221721823234634
Anger__Disgust,correct,OuterBrowRaiserL,FEA,0.023513137252867366,0.039968369491745544,0.033945499740457935,0.034631427775763966,0.016455232238878178,0.10493457597680637,0.10493457597680637
Anger__Disgust,correct,OuterBrowRaiserR,FEA,0.024423266355036853,0.04868999031497523,0.03175475981372083,0.0477266328558894,0.024266723959938376,0.1514629710724562,0.1514629710724562
Anger__Disgust,correct,UpperLidRaiserL,FEA,0.10315888795815431,0.10409050786438198,0.11301541307150749,0.13213597605159327,0.0009316199062276709,0.005205596543230333,0.005205596543230333
Anger__Disgust,correct,UpperLidRaiserR,FEA,0.12754064196102435,0.11682971680702113,0.18079497061238267,0.13380260778150152,-0.010710925154003223,-0.04977906965771343,0.04977906965771343
Anger__Disgust,correct,UpperLipRaiserL,FEA,0.15344132144131525,0.34382511416588035,0.15051253590580416,0.1790171206612847,0.1903837927245651,1.0381218978424347,1.0381218978424347
Anger__Disgust,correct,UpperLipRaiserR,FEA,0.1627081619386747,0.36387214341973323,0.16811100471358434,0.18851021338089274,0.20116398148105852,1.0484754262697826,1.0484754262697826
Anger__Disgust,correct,AU1,AU-related group,0.04189960441838664,0.03841938111740379,0.03728811312852822,0.0392845110106353,-0.0034802233009828473,-0.022450215187426084,0.022450215187426084
Anger__Disgust,correct,AU2,AU-related group,0.02396820180395211,0.044329179903360376,0.030485377968587152,0.03770602574612822,0.020360978099408265,0.12883048424547755,0.12883048424547755
Anger__Disgust,correct,AU4,AU-related group,0.15431564850414348,0.26717891771579527,0.09881670177031408,0.16190594462136348,0.1128632692116518,0.790507797706555,0.790507797706555
Anger__Disgust,correct,AU5,AU-related group,0.11534976495958933,0.11046011233570158,0.12640274781788996,0.12642525308667513,-0.004889652623887755,-0.026093194646658154,0.026093194646658154
Anger__Disgust,correct,AU6,AU-related group,0.1644102068128903,0.2883935530236472,0.12214618707272389,0.15809126076917213,0.1239833462107569,0.5906295350230406,0.5906295350230406
Anger__Disgust,correct,AU7,AU-related group,0.3602697093650277,0.33217470536567567,0.17656956746944374,0.13794282385239134,-0.028095003999352053,-0.15993810415398113,0.15993810415398113
Anger__Disgust,correct,AU8,AU-related group,0.035907496776659734,0.04680573563660595,0.01595638122081481,0.060195056676750514,0.010898238859946216,0.2581452251975106,0.2581452251975106
Anger__Disgust,correct,AU9,AU-related group,0.11096852428669186,0.3924523182299489,0.11937171132681249,0.2417147452923415,0.28148379394325707,1.6191333547674174,1.6191333547674174
Anger__Disgust,correct,AU10,AU-related group,0.158074741689995,0.35384862879280676,0.1591325040999203,0.1835495150382982,0.19577388710281177,1.0449284680003899,1.0449284680003899
